"id","no","unit kerja","nama unit","kebijakan","program","kegiatan","nama kegiatan","cost type","name","kode"
"mak_20_22_301","301","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","1","Bahan habis pakai","650.1.2.02.01.1.20.22"
"mak_20_22_302","302","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","2","Honor/Upah","650.1.2.02.01.2.20.22"
"mak_20_22_303","303","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","3","Sewa","650.1.2.02.01.3.20.22"
"mak_20_22_304","304","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","4","Outsourcing","650.1.2.02.01.4.20.22"
"mak_20_22_305","305","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.01","Penyusunan panduan penelitian sesuai panduan Dikti","5","Overhead","650.1.2.02.01.5.20.22"
"mak_20_22_306","306","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.02","Rapat koordinasi","1","Bahan habis pakai","650.1.2.02.02.1.20.22"
"mak_20_22_307","307","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.02","Rapat koordinasi","2","Honor/Upah","650.1.2.02.02.2.20.22"
"mak_20_22_308","308","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.02","Rapat koordinasi","3","Sewa","650.1.2.02.02.3.20.22"
"mak_20_22_309","309","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.02","Rapat koordinasi","4","Outsourcing","650.1.2.02.02.4.20.22"
"mak_20_22_310","310","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.02","Rapat koordinasi","5","Overhead","650.1.2.02.02.5.20.22"
"mak_20_22_311","311","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.03","Sosialisasi program PP","1","Bahan habis pakai","650.1.2.02.03.1.20.22"
"mak_20_22_312","312","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.03","Sosialisasi program PP","2","Honor/Upah","650.1.2.02.03.2.20.22"
"mak_20_22_313","313","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.03","Sosialisasi program PP","3","Sewa","650.1.2.02.03.3.20.22"
"mak_20_22_314","314","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.03","Sosialisasi program PP","4","Outsourcing","650.1.2.02.03.4.20.22"
"mak_20_22_315","315","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.03","Sosialisasi program PP","5","Overhead","650.1.2.02.03.5.20.22"
"mak_20_22_316","316","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.04","Penyusunan Company Profile","1","Bahan habis pakai","650.1.2.02.04.1.20.22"
"mak_20_22_317","317","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.04","Penyusunan Company Profile","2","Honor/Upah","650.1.2.02.04.2.20.22"
"mak_20_22_318","318","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.04","Penyusunan Company Profile","3","Sewa","650.1.2.02.04.3.20.22"
"mak_20_22_319","319","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.04","Penyusunan Company Profile","4","Outsourcing","650.1.2.02.04.4.20.22"
"mak_20_22_320","320","20.22","Prodi Teknik Elektro (S1)","2","2.02","2.02.04","Penyusunan Company Profile","5","Overhead","650.1.2.02.04.5.20.22"
"mak_20_22_321","321","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","1","Bahan habis pakai","650.1.2.03.01.1.20.22"
"mak_20_22_322","322","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","2","Honor/Upah","650.1.2.03.01.2.20.22"
"mak_20_22_323","323","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","3","Sewa","650.1.2.03.01.3.20.22"
"mak_20_22_324","324","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","4","Outsourcing","650.1.2.03.01.4.20.22"
"mak_20_22_325","325","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.01","Pelatihan pembuatan proposal Penelitian","5","Overhead","650.1.2.03.01.5.20.22"
"mak_20_22_326","326","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","1","Bahan habis pakai","650.1.2.03.10.1.20.22"
"mak_20_22_327","327","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","2","Honor/Upah","650.1.2.03.10.2.20.22"
"mak_20_22_328","328","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","3","Sewa","650.1.2.03.10.3.20.22"
"mak_20_22_329","329","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","4","Outsourcing","650.1.2.03.10.4.20.22"
"mak_20_22_330","330","20.22","Prodi Teknik Elektro (S1)","2","2.03","2.03.10","Pelatihan jurnal ilmiah sesuai saintech bagi dosen","5","Overhead","650.1.2.03.10.5.20.22"
"mak_20_22_331","331","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.01","Seminar IPTEK regulair","1","Bahan habis pakai","650.1.2.04.01.1.20.22"
"mak_20_22_332","332","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.01","Seminar IPTEK regulair","2","Honor/Upah","650.1.2.04.01.2.20.22"
"mak_20_22_333","333","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.01","Seminar IPTEK regulair","3","Sewa","650.1.2.04.01.3.20.22"
"mak_20_22_334","334","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.01","Seminar IPTEK regulair","4","Outsourcing","650.1.2.04.01.4.20.22"
"mak_20_22_335","335","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.01","Seminar IPTEK regulair","5","Overhead","650.1.2.04.01.5.20.22"
"mak_20_22_336","336","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.02","Presentasi seminar ilmiah dosen","1","Bahan habis pakai","650.1.2.05.02.1.20.22"
"mak_20_22_337","337","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.02","Presentasi seminar ilmiah dosen","2","Honor/Upah","650.1.2.05.02.2.20.22"
"mak_20_22_338","338","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.02","Presentasi seminar ilmiah dosen","3","Sewa","650.1.2.05.02.3.20.22"
"mak_20_22_339","339","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.02","Presentasi seminar ilmiah dosen","4","Outsourcing","650.1.2.05.02.4.20.22"
"mak_20_22_340","340","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.02","Presentasi seminar ilmiah dosen","5","Overhead","650.1.2.05.02.5.20.22"
"mak_20_22_341","341","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.03","Seminar dan workshop nasional","1","Bahan habis pakai","650.1.2.04.03.1.20.22"
"mak_20_22_342","342","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.03","Seminar dan workshop nasional","2","Honor/Upah","650.1.2.04.03.2.20.22"
"mak_20_22_343","343","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.03","Seminar dan workshop nasional","3","Sewa","650.1.2.04.03.3.20.22"
"mak_20_22_344","344","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.03","Seminar dan workshop nasional","4","Outsourcing","650.1.2.04.03.4.20.22"
"mak_20_22_345","345","20.22","Prodi Teknik Elektro (S1)","2","2.04","2.04.03","Seminar dan workshop nasional","5","Overhead","650.1.2.04.03.5.20.22"
"mak_20_22_346","346","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.01","Stimulan penelitian bagi dosen","1","Bahan habis pakai","650.1.2.05.01.1.20.22"
"mak_20_22_347","347","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.01","Stimulan penelitian bagi dosen","2","Honor/Upah","650.1.2.05.01.2.20.22"
"mak_20_22_348","348","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.01","Stimulan penelitian bagi dosen","3","Sewa","650.1.2.05.01.3.20.22"
"mak_20_22_349","349","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.01","Stimulan penelitian bagi dosen","4","Outsourcing","650.1.2.05.01.4.20.22"
"mak_20_22_350","350","20.22","Prodi Teknik Elektro (S1)","2","2.05","2.05.01","Stimulan penelitian bagi dosen","5","Overhead","650.1.2.05.01.5.20.22"
"mak_20_22_351","351","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.01","Penyusunan panduan penelitian, pengabdian & kewirausahaan","1","Bahan habis pakai","650.1.3.01.01.1.20.22"
"mak_20_22_352","352","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.01","Penyusunan panduan penelitian, pengabdian & kewirausahaan","2","Honor/Upah","650.1.3.01.01.2.20.22"
"mak_20_22_353","353","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.01","Penyusunan panduan penelitian, pengabdian & kewirausahaan","3","Sewa","650.1.3.01.01.3.20.22"
"mak_20_22_354","354","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.01","Penyusunan panduan penelitian, pengabdian & kewirausahaan","4","Outsourcing","650.1.3.01.01.4.20.22"
"mak_20_22_355","355","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.01","Penyusunan panduan penelitian, pengabdian & kewirausahaan","5","Overhead","650.1.3.01.01.5.20.22"
"mak_20_22_356","356","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.02","Penyusunan peraturan & silabi pelatihan bagi masyarakat","1","Bahan habis pakai","650.1.3.01.02.1.20.22"
"mak_20_22_357","357","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.02","Penyusunan peraturan & silabi pelatihan bagi masyarakat","2","Honor/Upah","650.1.3.01.02.2.20.22"
"mak_20_22_358","358","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.02","Penyusunan peraturan & silabi pelatihan bagi masyarakat","3","Sewa","650.1.3.01.02.3.20.22"
"mak_20_22_359","359","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.02","Penyusunan peraturan & silabi pelatihan bagi masyarakat","4","Outsourcing","650.1.3.01.02.4.20.22"
"mak_20_22_360","360","20.22","Prodi Teknik Elektro (S1)","3","3.01","3.01.02","Penyusunan peraturan & silabi pelatihan bagi masyarakat","5","Overhead","650.1.3.01.02.5.20.22"
"mak_20_22_361","361","20.22","Prodi Teknik Elektro (S1)","3","3.02","3.02.01","Pelatihan pemuatan proposal pengabdian masyarakat","1","Bahan habis pakai","650.1.3.02.01.1.20.22"
"mak_20_22_362","362","20.22","Prodi Teknik Elektro (S1)","3","3.02","3.02.01","Pelatihan pemuatan proposal pengabdian masyarakat","2","Honor/Upah","650.1.3.02.01.2.20.22"
"mak_20_22_363","363","20.22","Prodi Teknik Elektro (S1)","3","3.02","3.02.01","Pelatihan pemuatan proposal pengabdian masyarakat","3","Sewa","650.1.3.02.01.3.20.22"
"mak_20_22_364","364","20.22","Prodi Teknik Elektro (S1)","3","3.02","3.02.01","Pelatihan pemuatan proposal pengabdian masyarakat","4","Outsourcing","650.1.3.02.01.4.20.22"
"mak_20_22_365","365","20.22","Prodi Teknik Elektro (S1)","3","3.02","3.02.01","Pelatihan pemuatan proposal pengabdian masyarakat","5","Overhead","650.1.3.02.01.5.20.22"
"mak_20_22_366","366","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.01","Pelatihan penulisan karya ilmiah bagi mhs","1","Bahan habis pakai","650.1.3.03.01.1.20.22"
"mak_20_22_367","367","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.01","Pelatihan penulisan karya ilmiah bagi mhs","2","Honor/Upah","650.1.3.03.01.2.20.22"
"mak_20_22_368","368","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.01","Pelatihan penulisan karya ilmiah bagi mhs","3","Sewa","650.1.3.03.01.3.20.22"
"mak_20_22_369","369","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.01","Pelatihan penulisan karya ilmiah bagi mhs","4","Outsourcing","650.1.3.03.01.4.20.22"
"mak_20_22_370","370","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.01","Pelatihan penulisan karya ilmiah bagi mhs","5","Overhead","650.1.3.03.01.5.20.22"
"mak_20_22_371","371","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.02","Pelatiahan kewirausahaan mhs","1","Bahan habis pakai","650.1.3.03.02.1.20.22"
"mak_20_22_372","372","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.02","Pelatiahan kewirausahaan mhs","2","Honor/Upah","650.1.3.03.02.2.20.22"
"mak_20_22_373","373","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.02","Pelatiahan kewirausahaan mhs","3","Sewa","650.1.3.03.02.3.20.22"
"mak_20_22_374","374","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.02","Pelatiahan kewirausahaan mhs","4","Outsourcing","650.1.3.03.02.4.20.22"
"mak_20_22_375","375","20.22","Prodi Teknik Elektro (S1)","3","3.03","3.03.02","Pelatiahan kewirausahaan mhs","5","Overhead","650.1.3.03.02.5.20.22"
"mak_20_22_376","376","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.01","Pelatiahan kewirausahaan pemuda karang taruna","1","Bahan habis pakai","650.1.3.04.01.1.20.22"
"mak_20_22_377","377","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.01","Pelatiahan kewirausahaan pemuda karang taruna","2","Honor/Upah","650.1.3.04.01.2.20.22"
"mak_20_22_378","378","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.01","Pelatiahan kewirausahaan pemuda karang taruna","3","Sewa","650.1.3.04.01.3.20.22"
"mak_20_22_379","379","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.01","Pelatiahan kewirausahaan pemuda karang taruna","4","Outsourcing","650.1.3.04.01.4.20.22"
"mak_20_22_380","380","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.01","Pelatiahan kewirausahaan pemuda karang taruna","5","Overhead","650.1.3.04.01.5.20.22"
"mak_20_22_381","381","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.02","Pelatiahan kewirausahaan remaja putus sekolah","1","Bahan habis pakai","650.1.3.04.02.1.20.22"
"mak_20_22_382","382","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.02","Pelatiahan kewirausahaan remaja putus sekolah","2","Honor/Upah","650.1.3.04.02.2.20.22"
"mak_20_22_383","383","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.02","Pelatiahan kewirausahaan remaja putus sekolah","3","Sewa","650.1.3.04.02.3.20.22"
"mak_20_22_384","384","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.02","Pelatiahan kewirausahaan remaja putus sekolah","4","Outsourcing","650.1.3.04.02.4.20.22"
"mak_20_22_385","385","20.22","Prodi Teknik Elektro (S1)","3","3.04","3.04.02","Pelatiahan kewirausahaan remaja putus sekolah","5","Overhead","650.1.3.04.02.5.20.22"
"mak_20_22_386","386","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.01","Kegiatan pengabdian masyarakat","1","Bahan habis pakai","650.1.3.05.01.1.20.22"
"mak_20_22_387","387","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.01","Kegiatan pengabdian masyarakat","2","Honor/Upah","650.1.3.05.01.2.20.22"
"mak_20_22_388","388","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.01","Kegiatan pengabdian masyarakat","3","Sewa","650.1.3.05.01.3.20.22"
"mak_20_22_389","389","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.01","Kegiatan pengabdian masyarakat","4","Outsourcing","650.1.3.05.01.4.20.22"
"mak_20_22_390","390","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.01","Kegiatan pengabdian masyarakat","5","Overhead","650.1.3.05.01.5.20.22"
"mak_20_22_391","391","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.02","Mengadakan seminar dan lokakarya kewirausahaan","1","Bahan habis pakai","650.1.3.05.02.1.20.22"
"mak_20_22_392","392","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.02","Mengadakan seminar dan lokakarya kewirausahaan","2","Honor/Upah","650.1.3.05.02.2.20.22"
"mak_20_22_393","393","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.02","Mengadakan seminar dan lokakarya kewirausahaan","3","Sewa","650.1.3.05.02.3.20.22"
"mak_20_22_394","394","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.02","Mengadakan seminar dan lokakarya kewirausahaan","4","Outsourcing","650.1.3.05.02.4.20.22"
"mak_20_22_395","395","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.02","Mengadakan seminar dan lokakarya kewirausahaan","5","Overhead","650.1.3.05.02.5.20.22"
"mak_20_22_396","396","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.03","Stimulan kewirausahaan","1","Bahan habis pakai","650.1.3.05.03.1.20.22"
"mak_20_22_397","397","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.03","Stimulan kewirausahaan","2","Honor/Upah","650.1.3.05.03.2.20.22"
"mak_20_22_398","398","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.03","Stimulan kewirausahaan","3","Sewa","650.1.3.05.03.3.20.22"
"mak_20_22_399","399","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.03","Stimulan kewirausahaan","4","Outsourcing","650.1.3.05.03.4.20.22"
"mak_20_22_400","400","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.03","Stimulan kewirausahaan","5","Overhead","650.1.3.05.03.5.20.22"
"mak_20_22_401","401","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.04","Pengabdian institut/fakultas/prodi","1","Bahan habis pakai","650.1.3.05.04.1.20.22"
"mak_20_22_402","402","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.04","Pengabdian institut/fakultas/prodi","2","Honor/Upah","650.1.3.05.04.2.20.22"
"mak_20_22_403","403","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.04","Pengabdian institut/fakultas/prodi","3","Sewa","650.1.3.05.04.3.20.22"
"mak_20_22_404","404","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.04","Pengabdian institut/fakultas/prodi","4","Outsourcing","650.1.3.05.04.4.20.22"
"mak_20_22_405","405","20.22","Prodi Teknik Elektro (S1)","3","3.05","3.05.04","Pengabdian institut/fakultas/prodi","5","Overhead","650.1.3.05.04.5.20.22"
"mak_20_22_406","406","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","1","Bahan habis pakai","650.1.4.01.01.1.20.22"
"mak_20_22_407","407","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","2","Honor/Upah","650.1.4.01.01.2.20.22"
"mak_20_22_408","408","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","3","Sewa","650.1.4.01.01.3.20.22"
"mak_20_22_409","409","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","4","Outsourcing","650.1.4.01.01.4.20.22"
"mak_20_22_410","410","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.01","Membangun & mengembangkan jejaring ke pemerintah, swasta dll","5","Overhead","650.1.4.01.01.5.20.22"
"mak_20_22_411","411","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.02","Pelaksanaan MOU","1","Bahan habis pakai","650.1.4.01.02.1.20.22"
"mak_20_22_412","412","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.02","Pelaksanaan MOU","2","Honor/Upah","650.1.4.01.02.2.20.22"
"mak_20_22_413","413","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.02","Pelaksanaan MOU","3","Sewa","650.1.4.01.02.3.20.22"
"mak_20_22_414","414","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.02","Pelaksanaan MOU","4","Outsourcing","650.1.4.01.02.4.20.22"
"mak_20_22_415","415","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.02","Pelaksanaan MOU","5","Overhead","650.1.4.01.02.5.20.22"
"mak_20_22_416","416","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.03","Carrier Center","1","Bahan habis pakai","650.1.4.01.03.1.20.22"
"mak_20_22_417","417","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.03","Carrier Center","2","Honor/Upah","650.1.4.01.03.2.20.22"
"mak_20_22_418","418","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.03","Carrier Center","3","Sewa","650.1.4.01.03.3.20.22"
"mak_20_22_419","419","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.03","Carrier Center","4","Outsourcing","650.1.4.01.03.4.20.22"
"mak_20_22_420","420","20.22","Prodi Teknik Elektro (S1)","4","4.01","4.01.03","Carrier Center","5","Overhead","650.1.4.01.03.5.20.22"
"mak_20_22_421","421","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","1","Bahan habis pakai","650.1.5.01.01.1.20.22"
"mak_20_22_422","422","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","2","Honor/Upah","650.1.5.01.01.2.20.22"
"mak_20_22_423","423","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","3","Sewa","650.1.5.01.01.3.20.22"
"mak_20_22_424","424","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","4","Outsourcing","650.1.5.01.01.4.20.22"
"mak_20_22_425","425","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.01","Penerbitan jurnal scientech","5","Overhead","650.1.5.01.01.5.20.22"
"mak_20_22_426","426","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","1","Bahan habis pakai","650.1.5.01.02.1.20.22"
"mak_20_22_427","427","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","2","Honor/Upah","650.1.5.01.02.2.20.22"
"mak_20_22_428","428","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","3","Sewa","650.1.5.01.02.3.20.22"
"mak_20_22_429","429","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","4","Outsourcing","650.1.5.01.02.4.20.22"
"mak_20_22_430","430","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.02","Penerbitan karya pengabdian","5","Overhead","650.1.5.01.02.5.20.22"
"mak_20_22_431","431","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","1","Bahan habis pakai","650.1.5.01.03.1.20.22"
"mak_20_22_432","432","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","2","Honor/Upah","650.1.5.01.03.2.20.22"
"mak_20_22_433","433","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","3","Sewa","650.1.5.01.03.3.20.22"
"mak_20_22_434","434","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","4","Outsourcing","650.1.5.01.03.4.20.22"
"mak_20_22_435","435","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.03","Penerbitan proceeding/ karya unggulan","5","Overhead","650.1.5.01.03.5.20.22"
"mak_20_22_436","436","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","1","Bahan habis pakai","650.1.5.01.04.1.20.22"
"mak_20_22_437","437","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","2","Honor/Upah","650.1.5.01.04.2.20.22"
"mak_20_22_438","438","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","3","Sewa","650.1.5.01.04.3.20.22"
"mak_20_22_439","439","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","4","Outsourcing","650.1.5.01.04.4.20.22"
"mak_20_22_440","440","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.04","Proses akreditasi jurnal scientech","5","Overhead","650.1.5.01.04.5.20.22"
"mak_20_22_441","441","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","1","Bahan habis pakai","650.1.5.01.05.1.20.22"
"mak_20_22_442","442","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","2","Honor/Upah","650.1.5.01.05.2.20.22"
"mak_20_22_443","443","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","3","Sewa","650.1.5.01.05.3.20.22"
"mak_20_22_444","444","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","4","Outsourcing","650.1.5.01.05.4.20.22"
"mak_20_22_445","445","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.05","Proses portal & web karya ilmih","5","Overhead","650.1.5.01.05.5.20.22"
"mak_20_22_446","446","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.06","Pencetakan company profile","1","Bahan habis pakai","650.1.5.01.06.1.20.22"
"mak_20_22_447","447","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.06","Pencetakan company profile","2","Honor/Upah","650.1.5.01.06.2.20.22"
"mak_20_22_448","448","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.06","Pencetakan company profile","3","Sewa","650.1.5.01.06.3.20.22"
"mak_20_22_449","449","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.06","Pencetakan company profile","4","Outsourcing","650.1.5.01.06.4.20.22"
"mak_20_22_450","450","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.06","Pencetakan company profile","5","Overhead","650.1.5.01.06.5.20.22"
"mak_20_22_451","451","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.07","Pameran Iptek open campus","1","Bahan habis pakai","650.1.5.01.07.1.20.22"
"mak_20_22_452","452","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.07","Pameran Iptek open campus","2","Honor/Upah","650.1.5.01.07.2.20.22"
"mak_20_22_453","453","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.07","Pameran Iptek open campus","3","Sewa","650.1.5.01.07.3.20.22"
"mak_20_22_454","454","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.07","Pameran Iptek open campus","4","Outsourcing","650.1.5.01.07.4.20.22"
"mak_20_22_455","455","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.07","Pameran Iptek open campus","5","Overhead","650.1.5.01.07.5.20.22"
"mak_20_22_456","456","20.22","Prodi Teknik Elektro (S1)","5","5.01","5.01.08","Membangun pusat penerbitan ISTN Press","1","Bahan habis pakai","650.1.5.01.08.1.20.22"
