id,code unit,unit_id,kebijakan,program,kode kegiatan,kegiatan,cost type,name,kode
mak_362,11.11,Prodi Teknik Sipil (S1),3,3.02,3.02.01,Pelatihan pemuatan proposal pengabdian masyarakat,2,Honor/Upah,650.1.3.02.01.2.11.11
mak_363,11.11,Prodi Teknik Sipil (S1),3,3.02,3.02.01,Pelatihan pemuatan proposal pengabdian masyarakat,3,Sewa,650.1.3.02.01.3.11.11
mak_364,11.11,Prodi Teknik Sipil (S1),3,3.02,3.02.01,Pelatihan pemuatan proposal pengabdian masyarakat,4,Outsourcing,650.1.3.02.01.4.11.11
mak_365,11.11,Prodi Teknik Sipil (S1),3,3.02,3.02.01,Pelatihan pemuatan proposal pengabdian masyarakat,5,Overhead,650.1.3.02.01.5.11.11
mak_366,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.01,Pelatihan penulisan karya ilmiah bagi mhs,1,Bahan habis pakai,650.1.3.03.01.1.11.11
mak_367,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.01,Pelatihan penulisan karya ilmiah bagi mhs,2,Honor/Upah,650.1.3.03.01.2.11.11
mak_368,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.01,Pelatihan penulisan karya ilmiah bagi mhs,3,Sewa,650.1.3.03.01.3.11.11
mak_369,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.01,Pelatihan penulisan karya ilmiah bagi mhs,4,Outsourcing,650.1.3.03.01.4.11.11
mak_370,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.01,Pelatihan penulisan karya ilmiah bagi mhs,5,Overhead,650.1.3.03.01.5.11.11
mak_371,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.02,Pelatiahan kewirausahaan mhs,1,Bahan habis pakai,650.1.3.03.02.1.11.11
mak_372,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.02,Pelatiahan kewirausahaan mhs,2,Honor/Upah,650.1.3.03.02.2.11.11
mak_373,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.02,Pelatiahan kewirausahaan mhs,3,Sewa,650.1.3.03.02.3.11.11
mak_374,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.02,Pelatiahan kewirausahaan mhs,4,Outsourcing,650.1.3.03.02.4.11.11
mak_375,11.11,Prodi Teknik Sipil (S1),3,3.03,3.03.02,Pelatiahan kewirausahaan mhs,5,Overhead,650.1.3.03.02.5.11.11
mak_376,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.01,Pelatiahan kewirausahaan pemuda karang taruna,1,Bahan habis pakai,650.1.3.04.01.1.11.11
mak_377,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.01,Pelatiahan kewirausahaan pemuda karang taruna,2,Honor/Upah,650.1.3.04.01.2.11.11
mak_378,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.01,Pelatiahan kewirausahaan pemuda karang taruna,3,Sewa,650.1.3.04.01.3.11.11
mak_379,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.01,Pelatiahan kewirausahaan pemuda karang taruna,4,Outsourcing,650.1.3.04.01.4.11.11
mak_380,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.01,Pelatiahan kewirausahaan pemuda karang taruna,5,Overhead,650.1.3.04.01.5.11.11
mak_381,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.02,Pelatiahan kewirausahaan remaja putus sekolah,1,Bahan habis pakai,650.1.3.04.02.1.11.11
mak_382,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.02,Pelatiahan kewirausahaan remaja putus sekolah,2,Honor/Upah,650.1.3.04.02.2.11.11
mak_383,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.02,Pelatiahan kewirausahaan remaja putus sekolah,3,Sewa,650.1.3.04.02.3.11.11
mak_384,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.02,Pelatiahan kewirausahaan remaja putus sekolah,4,Outsourcing,650.1.3.04.02.4.11.11
mak_385,11.11,Prodi Teknik Sipil (S1),3,3.04,3.04.02,Pelatiahan kewirausahaan remaja putus sekolah,5,Overhead,650.1.3.04.02.5.11.11
mak_386,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.01,Kegiatan pengabdian masyarakat,1,Bahan habis pakai,650.1.3.05.01.1.11.11
mak_387,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.01,Kegiatan pengabdian masyarakat,2,Honor/Upah,650.1.3.05.01.2.11.11
mak_388,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.01,Kegiatan pengabdian masyarakat,3,Sewa,650.1.3.05.01.3.11.11
mak_389,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.01,Kegiatan pengabdian masyarakat,4,Outsourcing,650.1.3.05.01.4.11.11
mak_390,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.01,Kegiatan pengabdian masyarakat,5,Overhead,650.1.3.05.01.5.11.11
mak_391,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.02,Mengadakan seminar dan lokakarya kewirausahaan,1,Bahan habis pakai,650.1.3.05.02.1.11.11
mak_392,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.02,Mengadakan seminar dan lokakarya kewirausahaan,2,Honor/Upah,650.1.3.05.02.2.11.11
mak_393,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.02,Mengadakan seminar dan lokakarya kewirausahaan,3,Sewa,650.1.3.05.02.3.11.11
mak_394,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.02,Mengadakan seminar dan lokakarya kewirausahaan,4,Outsourcing,650.1.3.05.02.4.11.11
mak_395,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.02,Mengadakan seminar dan lokakarya kewirausahaan,5,Overhead,650.1.3.05.02.5.11.11
mak_396,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.03,Stimulan kewirausahaan,1,Bahan habis pakai,650.1.3.05.03.1.11.11
mak_397,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.03,Stimulan kewirausahaan,2,Honor/Upah,650.1.3.05.03.2.11.11
mak_398,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.03,Stimulan kewirausahaan,3,Sewa,650.1.3.05.03.3.11.11
mak_399,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.03,Stimulan kewirausahaan,4,Outsourcing,650.1.3.05.03.4.11.11
mak_400,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.03,Stimulan kewirausahaan,5,Overhead,650.1.3.05.03.5.11.11
mak_401,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.04,Pengabdian institut/fakultas/prodi,1,Bahan habis pakai,650.1.3.05.04.1.11.11
mak_402,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.04,Pengabdian institut/fakultas/prodi,2,Honor/Upah,650.1.3.05.04.2.11.11
mak_403,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.04,Pengabdian institut/fakultas/prodi,3,Sewa,650.1.3.05.04.3.11.11
mak_404,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.04,Pengabdian institut/fakultas/prodi,4,Outsourcing,650.1.3.05.04.4.11.11
mak_405,11.11,Prodi Teknik Sipil (S1),3,3.05,3.05.04,Pengabdian institut/fakultas/prodi,5,Overhead,650.1.3.05.04.5.11.11
mak_406,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.01,"Membangun & mengembangkan jejaring ke pemerintah, swasta dll",1,Bahan habis pakai,650.1.4.01.01.1.11.11
mak_407,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.01,"Membangun & mengembangkan jejaring ke pemerintah, swasta dll",2,Honor/Upah,650.1.4.01.01.2.11.11
mak_408,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.01,"Membangun & mengembangkan jejaring ke pemerintah, swasta dll",3,Sewa,650.1.4.01.01.3.11.11
mak_409,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.01,"Membangun & mengembangkan jejaring ke pemerintah, swasta dll",4,Outsourcing,650.1.4.01.01.4.11.11
mak_410,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.01,"Membangun & mengembangkan jejaring ke pemerintah, swasta dll",5,Overhead,650.1.4.01.01.5.11.11
mak_411,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.02,Pelaksanaan MOU,1,Bahan habis pakai,650.1.4.01.02.1.11.11
mak_412,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.02,Pelaksanaan MOU,2,Honor/Upah,650.1.4.01.02.2.11.11
mak_413,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.02,Pelaksanaan MOU,3,Sewa,650.1.4.01.02.3.11.11
mak_414,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.02,Pelaksanaan MOU,4,Outsourcing,650.1.4.01.02.4.11.11
mak_415,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.02,Pelaksanaan MOU,5,Overhead,650.1.4.01.02.5.11.11
mak_416,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.03,Carrier Center,1,Bahan habis pakai,650.1.4.01.03.1.11.11
mak_417,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.03,Carrier Center,2,Honor/Upah,650.1.4.01.03.2.11.11
mak_418,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.03,Carrier Center,3,Sewa,650.1.4.01.03.3.11.11
mak_419,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.03,Carrier Center,4,Outsourcing,650.1.4.01.03.4.11.11
mak_420,11.11,Prodi Teknik Sipil (S1),4,4.01,4.01.03,Carrier Center,5,Overhead,650.1.4.01.03.5.11.11
mak_421,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.01,Penerbitan jurnal scientech,1,Bahan habis pakai,650.1.5.01.01.1.11.11
mak_422,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.01,Penerbitan jurnal scientech,2,Honor/Upah,650.1.5.01.01.2.11.11
mak_423,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.01,Penerbitan jurnal scientech,3,Sewa,650.1.5.01.01.3.11.11
mak_424,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.01,Penerbitan jurnal scientech,4,Outsourcing,650.1.5.01.01.4.11.11
mak_425,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.01,Penerbitan jurnal scientech,5,Overhead,650.1.5.01.01.5.11.11
mak_426,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.02,Penerbitan karya pengabdian,1,Bahan habis pakai,650.1.5.01.02.1.11.11
mak_427,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.02,Penerbitan karya pengabdian,2,Honor/Upah,650.1.5.01.02.2.11.11
mak_428,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.02,Penerbitan karya pengabdian,3,Sewa,650.1.5.01.02.3.11.11
mak_429,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.02,Penerbitan karya pengabdian,4,Outsourcing,650.1.5.01.02.4.11.11
mak_430,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.02,Penerbitan karya pengabdian,5,Overhead,650.1.5.01.02.5.11.11
mak_431,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.03,Penerbitan proceeding/ karya unggulan,1,Bahan habis pakai,650.1.5.01.03.1.11.11
mak_432,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.03,Penerbitan proceeding/ karya unggulan,2,Honor/Upah,650.1.5.01.03.2.11.11
mak_433,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.03,Penerbitan proceeding/ karya unggulan,3,Sewa,650.1.5.01.03.3.11.11
mak_434,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.03,Penerbitan proceeding/ karya unggulan,4,Outsourcing,650.1.5.01.03.4.11.11
mak_435,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.03,Penerbitan proceeding/ karya unggulan,5,Overhead,650.1.5.01.03.5.11.11
mak_436,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.04,Proses akreditasi jurnal scientech,1,Bahan habis pakai,650.1.5.01.04.1.11.11
mak_437,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.04,Proses akreditasi jurnal scientech,2,Honor/Upah,650.1.5.01.04.2.11.11
mak_438,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.04,Proses akreditasi jurnal scientech,3,Sewa,650.1.5.01.04.3.11.11
mak_439,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.04,Proses akreditasi jurnal scientech,4,Outsourcing,650.1.5.01.04.4.11.11
mak_440,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.04,Proses akreditasi jurnal scientech,5,Overhead,650.1.5.01.04.5.11.11
mak_441,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.05,Proses portal & web karya ilmih,1,Bahan habis pakai,650.1.5.01.05.1.11.11
mak_442,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.05,Proses portal & web karya ilmih,2,Honor/Upah,650.1.5.01.05.2.11.11
mak_443,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.05,Proses portal & web karya ilmih,3,Sewa,650.1.5.01.05.3.11.11
mak_444,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.05,Proses portal & web karya ilmih,4,Outsourcing,650.1.5.01.05.4.11.11
mak_445,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.05,Proses portal & web karya ilmih,5,Overhead,650.1.5.01.05.5.11.11
mak_446,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.06,Pencetakan company profile,1,Bahan habis pakai,650.1.5.01.06.1.11.11
mak_447,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.06,Pencetakan company profile,2,Honor/Upah,650.1.5.01.06.2.11.11
mak_448,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.06,Pencetakan company profile,3,Sewa,650.1.5.01.06.3.11.11
mak_449,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.06,Pencetakan company profile,4,Outsourcing,650.1.5.01.06.4.11.11
mak_450,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.06,Pencetakan company profile,5,Overhead,650.1.5.01.06.5.11.11
mak_451,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.07,Pameran Iptek open campus,1,Bahan habis pakai,650.1.5.01.07.1.11.11
mak_452,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.07,Pameran Iptek open campus,2,Honor/Upah,650.1.5.01.07.2.11.11
mak_453,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.07,Pameran Iptek open campus,3,Sewa,650.1.5.01.07.3.11.11
mak_454,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.07,Pameran Iptek open campus,4,Outsourcing,650.1.5.01.07.4.11.11
mak_455,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.07,Pameran Iptek open campus,5,Overhead,650.1.5.01.07.5.11.11
mak_456,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.08,Membangun pusat penerbitan ISTN Press,1,Bahan habis pakai,650.1.5.01.08.1.11.11
mak_457,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.08,Membangun pusat penerbitan ISTN Press,2,Honor/Upah,650.1.5.01.08.2.11.11
mak_458,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.08,Membangun pusat penerbitan ISTN Press,3,Sewa,650.1.5.01.08.3.11.11
mak_459,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.08,Membangun pusat penerbitan ISTN Press,4,Outsourcing,650.1.5.01.08.4.11.11
mak_460,11.11,Prodi Teknik Sipil (S1),5,5.01,5.01.08,Membangun pusat penerbitan ISTN Press,5,Overhead,650.1.5.01.08.5.11.11
mak_461,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.01,Penyusunan revisi format monevin penelitian & peng.mas,1,Bahan habis pakai,650.1.6.01.01.1.11.11
mak_462,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.01,Penyusunan revisi format monevin penelitian & peng.mas,2,Honor/Upah,650.1.6.01.01.2.11.11
mak_463,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.01,Penyusunan revisi format monevin penelitian & peng.mas,3,Sewa,650.1.6.01.01.3.11.11
mak_464,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.01,Penyusunan revisi format monevin penelitian & peng.mas,4,Outsourcing,650.1.6.01.01.4.11.11
mak_465,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.01,Penyusunan revisi format monevin penelitian & peng.mas,5,Overhead,650.1.6.01.01.5.11.11
mak_466,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.02,Memantau & pembinaan wirausaha hasil pelatihan,1,Bahan habis pakai,650.1.6.01.02.1.11.11
mak_467,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.02,Memantau & pembinaan wirausaha hasil pelatihan,2,Honor/Upah,650.1.6.01.02.2.11.11
mak_468,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.02,Memantau & pembinaan wirausaha hasil pelatihan,3,Sewa,650.1.6.01.02.3.11.11
mak_469,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.02,Memantau & pembinaan wirausaha hasil pelatihan,4,Outsourcing,650.1.6.01.02.4.11.11
mak_470,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.02,Memantau & pembinaan wirausaha hasil pelatihan,5,Overhead,650.1.6.01.02.5.11.11
mak_471,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.03,Monevin penelitian & pengab. Masyarakat,1,Bahan habis pakai,650.1.6.01.03.1.11.11
mak_472,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.03,Monevin penelitian & pengab. Masyarakat,2,Honor/Upah,650.1.6.01.03.2.11.11
mak_473,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.03,Monevin penelitian & pengab. Masyarakat,3,Sewa,650.1.6.01.03.3.11.11
mak_474,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.03,Monevin penelitian & pengab. Masyarakat,4,Outsourcing,650.1.6.01.03.4.11.11
mak_475,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.03,Monevin penelitian & pengab. Masyarakat,5,Overhead,650.1.6.01.03.5.11.11
mak_476,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.04,Pelaporan-pelaporan,1,Bahan habis pakai,650.1.6.01.04.1.11.11
mak_477,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.04,Pelaporan-pelaporan,2,Honor/Upah,650.1.6.01.04.2.11.11
mak_478,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.04,Pelaporan-pelaporan,3,Sewa,650.1.6.01.04.3.11.11
mak_479,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.04,Pelaporan-pelaporan,4,Outsourcing,650.1.6.01.04.4.11.11
mak_480,11.11,Prodi Teknik Sipil (S1),6,6.01,6.01.04,Pelaporan-pelaporan,5,Overhead,650.1.6.01.04.5.11.11
mak_481,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.01,Pengiriman proposal,1,Bahan habis pakai,650.1.7.01.01.1.11.11
mak_482,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.01,Pengiriman proposal,2,Honor/Upah,650.1.7.01.01.2.11.11
mak_483,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.01,Pengiriman proposal,3,Sewa,650.1.7.01.01.3.11.11
mak_484,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.01,Pengiriman proposal,4,Outsourcing,650.1.7.01.01.4.11.11
mak_485,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.01,Pengiriman proposal,5,Overhead,650.1.7.01.01.5.11.11
mak_486,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.02,Pembayaran iuran forum,1,Bahan habis pakai,650.1.7.01.02.1.11.11
mak_487,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.02,Pembayaran iuran forum,2,Honor/Upah,650.1.7.01.02.2.11.11
mak_488,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.02,Pembayaran iuran forum,3,Sewa,650.1.7.01.02.3.11.11
mak_489,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.02,Pembayaran iuran forum,4,Outsourcing,650.1.7.01.02.4.11.11
mak_490,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.02,Pembayaran iuran forum,5,Overhead,650.1.7.01.02.5.11.11
mak_491,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.03,Representasi,1,Bahan habis pakai,650.1.7.01.03.1.11.11
mak_492,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.03,Representasi,2,Honor/Upah,650.1.7.01.03.2.11.11
mak_493,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.03,Representasi,3,Sewa,650.1.7.01.03.3.11.11
mak_494,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.03,Representasi,4,Outsourcing,650.1.7.01.03.4.11.11
mak_495,11.11,Prodi Teknik Sipil (S1),7,7.01,7.01.03,Representasi,5,Overhead,650.1.7.01.03.5.11.11
