"id","name","kota_id"
"kec3578250","BUBUTAN","KOTA SURABAYA"
"kec3578260","KREMBANGAN","KOTA SURABAYA"
"kec3578270","ASEMROWO","KOTA SURABAYA"
"kec3578280","BENOWO","KOTA SURABAYA"
"kec3578281","PAKAL","KOTA SURABAYA"
"kec3579010","BATU","KOTA BATU"
"kec3579020","JUNREJO","KOTA BATU"
"kec3579030","BUMIAJI","KOTA BATU"
"kec3601010","SUMUR","KABUPATEN PANDEGLANG"
"kec3601020","CIMANGGU","KABUPATEN PANDEGLANG"
"kec3601030","CIBALIUNG","KABUPATEN PANDEGLANG"
"kec3601031","CIBITUNG","KABUPATEN PANDEGLANG"
"kec3601040","CIKEUSIK","KABUPATEN PANDEGLANG"
"kec3601050","CIGEULIS","KABUPATEN PANDEGLANG"
"kec3601060","PANIMBANG","KABUPATEN PANDEGLANG"
"kec3601061","SOBANG","KABUPATEN PANDEGLANG"
"kec3601070","MUNJUL","KABUPATEN PANDEGLANG"
"kec3601071","ANGSANA","KABUPATEN PANDEGLANG"
"kec3601072","SINDANGRESMI","KABUPATEN PANDEGLANG"
"kec3601080","PICUNG","KABUPATEN PANDEGLANG"
"kec3601090","BOJONG","KABUPATEN PANDEGLANG"
"kec3601100","SAKETI","KABUPATEN PANDEGLANG"
"kec3601101","CISATA","KABUPATEN PANDEGLANG"
"kec3601110","PAGELARAN","KABUPATEN PANDEGLANG"
"kec3601111","PATIA","KABUPATEN PANDEGLANG"
"kec3601112","SUKARESMI","KABUPATEN PANDEGLANG"
"kec3601120","LABUAN","KABUPATEN PANDEGLANG"
"kec3601121","CARITA","KABUPATEN PANDEGLANG"
"kec3601130","JIPUT","KABUPATEN PANDEGLANG"
"kec3601131","CIKEDAL","KABUPATEN PANDEGLANG"
"kec3601140","MENES","KABUPATEN PANDEGLANG"
"kec3601141","PULOSARI","KABUPATEN PANDEGLANG"
"kec3601150","MANDALAWANGI","KABUPATEN PANDEGLANG"
"kec3601160","CIMANUK","KABUPATEN PANDEGLANG"
"kec3601161","CIPEUCANG","KABUPATEN PANDEGLANG"
"kec3601170","BANJAR","KABUPATEN PANDEGLANG"
"kec3601171","KADUHEJO","KABUPATEN PANDEGLANG"
"kec3601172","MEKARJAYA","KABUPATEN PANDEGLANG"
"kec3601180","PANDEGLANG","KABUPATEN PANDEGLANG"
"kec3601181","MAJASARI","KABUPATEN PANDEGLANG"
"kec3601190","CADASARI","KABUPATEN PANDEGLANG"
"kec3601191","KARANGTANJUNG","KABUPATEN PANDEGLANG"
"kec3601192","KORONCONG","KABUPATEN PANDEGLANG"
"kec3602010","MALINGPING","KABUPATEN LEBAK"
"kec3602011","WANASALAM","KABUPATEN LEBAK"
"kec3602020","PANGGARANGAN","KABUPATEN LEBAK"
"kec3602021","CIHARA","KABUPATEN LEBAK"
"kec3602030","BAYAH","KABUPATEN LEBAK"
"kec3602031","CILOGRANG","KABUPATEN LEBAK"
"kec3602040","CIBEBER","KABUPATEN LEBAK"
"kec3602050","CIJAKU","KABUPATEN LEBAK"
"kec3602051","CIGEMBLONG","KABUPATEN LEBAK"
"kec3602060","BANJARSARI","KABUPATEN LEBAK"
"kec3602070","CILELES","KABUPATEN LEBAK"
"kec3602080","GUNUNG KENCANA","KABUPATEN LEBAK"
"kec3602090","BOJONGMANIK","KABUPATEN LEBAK"
"kec3602091","CIRINTEN","KABUPATEN LEBAK"
"kec3602100","LEUWIDAMAR","KABUPATEN LEBAK"
"kec3602110","MUNCANG","KABUPATEN LEBAK"
"kec3602111","SOBANG","KABUPATEN LEBAK"
"kec3602120","CIPANAS","KABUPATEN LEBAK"
"kec3602121","LEBAKGEDONG","KABUPATEN LEBAK"
"kec3602130","SAJIRA","KABUPATEN LEBAK"
"kec3602140","CIMARGA","KABUPATEN LEBAK"
"kec3602150","CIKULUR","KABUPATEN LEBAK"
"kec3602160","WARUNGGUNUNG","KABUPATEN LEBAK"
"kec3602170","CIBADAK","KABUPATEN LEBAK"
"kec3602180","RANGKASBITUNG","KABUPATEN LEBAK"
"kec3602181","KALANGANYAR","KABUPATEN LEBAK"
"kec3602190","MAJA","KABUPATEN LEBAK"
"kec3602191","CURUGBITUNG","KABUPATEN LEBAK"
"kec3603010","CISOKA","KABUPATEN TANGERANG"
"kec3603011","SOLEAR","KABUPATEN TANGERANG"
"kec3603020","TIGARAKSA","KABUPATEN TANGERANG"
"kec3603021","JAMBE","KABUPATEN TANGERANG"
"kec3603030","CIKUPA","KABUPATEN TANGERANG"
"kec3603040","PANONGAN","KABUPATEN TANGERANG"
"kec3603050","CURUG","KABUPATEN TANGERANG"
"kec3603051","KELAPA DUA","KABUPATEN TANGERANG"
"kec3603060","LEGOK","KABUPATEN TANGERANG"
"kec3603070","PAGEDANGAN","KABUPATEN TANGERANG"
"kec3603081","CISAUK","KABUPATEN TANGERANG"
"kec3603120","PASARKEMIS","KABUPATEN TANGERANG"
"kec3603121","SINDANG JAYA","KABUPATEN TANGERANG"
"kec3603130","BALARAJA","KABUPATEN TANGERANG"
"kec3603131","JAYANTI","KABUPATEN TANGERANG"
"kec3603132","SUKAMULYA","KABUPATEN TANGERANG"
"kec3603140","KRESEK","KABUPATEN TANGERANG"
"kec3603141","GUNUNG KALER","KABUPATEN TANGERANG"
"kec3603150","KRONJO","KABUPATEN TANGERANG"
"kec3603151","MEKAR BARU","KABUPATEN TANGERANG"
"kec3603160","MAUK","KABUPATEN TANGERANG"
"kec3603161","KEMIRI","KABUPATEN TANGERANG"
"kec3603162","SUKADIRI","KABUPATEN TANGERANG"
"kec3603170","RAJEG","KABUPATEN TANGERANG"
"kec3603180","SEPATAN","KABUPATEN TANGERANG"
"kec3603181","SEPATAN TIMUR","KABUPATEN TANGERANG"
"kec3603190","PAKUHAJI","KABUPATEN TANGERANG"
"kec3603200","TELUKNAGA","KABUPATEN TANGERANG"
"kec3603210","KOSAMBI","KABUPATEN TANGERANG"
"kec3604010","CINANGKA","KABUPATEN SERANG"
"kec3604020","PADARINCANG","KABUPATEN SERANG"
"kec3604030","CIOMAS","KABUPATEN SERANG"
"kec3604040","PABUARAN","KABUPATEN SERANG"
"kec3604041","GUNUNG SARI","KABUPATEN SERANG"
"kec3604050","BAROS","KABUPATEN SERANG"
"kec3604060","PETIR","KABUPATEN SERANG"
"kec3604061","TUNJUNG TEJA","KABUPATEN SERANG"
"kec3604080","CIKEUSAL","KABUPATEN SERANG"
"kec3604090","PAMARAYAN","KABUPATEN SERANG"
"kec3604091","BANDUNG","KABUPATEN SERANG"
"kec3604100","JAWILAN","KABUPATEN SERANG"
"kec3604110","KOPO","KABUPATEN SERANG"
"kec3604120","CIKANDE","KABUPATEN SERANG"
"kec3604121","KIBIN","KABUPATEN SERANG"
"kec3604130","KRAGILAN","KABUPATEN SERANG"
"kec3604180","WARINGINKURUNG","KABUPATEN SERANG"
"kec3604190","MANCAK","KABUPATEN SERANG"
"kec3604200","ANYAR","KABUPATEN SERANG"
"kec3604210","BOJONEGARA","KABUPATEN SERANG"
"kec3604211","PULO AMPEL","KABUPATEN SERANG"
"kec3604220","KRAMATWATU","KABUPATEN SERANG"
"kec3604240","CIRUAS","KABUPATEN SERANG"
"kec3604250","PONTANG","KABUPATEN SERANG"
"kec3604251","LEBAK WANGI","KABUPATEN SERANG"
"kec3604260","CARENANG","KABUPATEN SERANG"
"kec3604261","BINUANG","KABUPATEN SERANG"
"kec3604270","TIRTAYASA","KABUPATEN SERANG"
"kec3604271","TANARA","KABUPATEN SERANG"
"kec3671010","CILEDUG","KOTA TANGERANG"
"kec3671011","LARANGAN","KOTA TANGERANG"
"kec3671012","KARANG TENGAH","KOTA TANGERANG"
"kec3671020","CIPONDOH","KOTA TANGERANG"
"kec3671021","PINANG","KOTA TANGERANG"
"kec3671030","TANGERANG","KOTA TANGERANG"
"kec3671031","KARAWACI","KOTA TANGERANG"
"kec3671040","JATI UWUNG","KOTA TANGERANG"
"kec3671041","CIBODAS","KOTA TANGERANG"
"kec3671042","PERIUK","KOTA TANGERANG"
"kec3671050","BATUCEPER","KOTA TANGERANG"
"kec3671051","NEGLASARI","KOTA TANGERANG"
"kec3671060","BENDA","KOTA TANGERANG"
"kec3672010","CIWANDAN","KOTA CILEGON"
"kec3672011","CITANGKIL","KOTA CILEGON"
"kec3672020","PULOMERAK","KOTA CILEGON"
"kec3672021","PURWAKARTA","KOTA CILEGON"
"kec3672022","GROGOL","KOTA CILEGON"
"kec3672030","CILEGON","KOTA CILEGON"
"kec3672031","JOMBANG","KOTA CILEGON"
"kec3672040","CIBEBER","KOTA CILEGON"
"kec3673010","CURUG","KOTA SERANG"
"kec3673020","WALANTAKA","KOTA SERANG"
"kec3673030","CIPOCOK JAYA","KOTA SERANG"
"kec3673040","SERANG","KOTA SERANG"
"kec3673050","TAKTAKAN","KOTA SERANG"
"kec3673060","KASEMEN","KOTA SERANG"
"kec3674010","SETU","KOTA TANGERANG SELATAN"
"kec3674020","SERPONG","KOTA TANGERANG SELATAN"
"kec3674030","PAMULANG","KOTA TANGERANG SELATAN"
"kec3674040","CIPUTAT","KOTA TANGERANG SELATAN"
"kec3674050","CIPUTAT TIMUR","KOTA TANGERANG SELATAN"
"kec3674060","PONDOK AREN","KOTA TANGERANG SELATAN"
"kec3674070","SERPONG UTARA","KOTA TANGERANG SELATAN"
"kec5101010","MELAYA","KABUPATEN JEMBRANA"
"kec5101020","NEGARA","KABUPATEN JEMBRANA"
"kec5101021","JEMBRANA","KABUPATEN JEMBRANA"
"kec5101030","MENDOYO","KABUPATEN JEMBRANA"
"kec5101040","PEKUTATAN","KABUPATEN JEMBRANA"
"kec5102010","SELEMADEG","KABUPATEN TABANAN"
"kec5102011","SELEMADEG TIMUR","KABUPATEN TABANAN"
"kec5102012","SELEMADEG BARAT","KABUPATEN TABANAN"
"kec5102020","KERAMBITAN","KABUPATEN TABANAN"
"kec5102030","TABANAN","KABUPATEN TABANAN"
"kec5102040","KEDIRI","KABUPATEN TABANAN"
"kec5102050","MARGA","KABUPATEN TABANAN"
"kec5102060","BATURITI","KABUPATEN TABANAN"
"kec5102070","PENEBEL","KABUPATEN TABANAN"
"kec5102080","PUPUAN","KABUPATEN TABANAN"
"kec5103010","KUTA SELATAN","KABUPATEN BADUNG"
"kec5103020","KUTA","KABUPATEN BADUNG"
"kec5103030","KUTA UTARA","KABUPATEN BADUNG"
"kec5103040","MENGWI","KABUPATEN BADUNG"
"kec5103050","ABIANSEMAL","KABUPATEN BADUNG"
"kec5103060","PETANG","KABUPATEN BADUNG"
"kec5104010","SUKAWATI","KABUPATEN GIANYAR"
"kec5104020","BLAHBATUH","KABUPATEN GIANYAR"
"kec5104030","GIANYAR","KABUPATEN GIANYAR"
"kec5104040","TAMPAKSIRING","KABUPATEN GIANYAR"
"kec5104050","UBUD","KABUPATEN GIANYAR"
"kec5104060","TEGALLALANG","KABUPATEN GIANYAR"
"kec5104070","PAYANGAN","KABUPATEN GIANYAR"
"kec5105010","NUSAPENIDA","KABUPATEN KLUNGKUNG"
"kec5105020","BANJARANGKAN","KABUPATEN KLUNGKUNG"
"kec5105030","KLUNGKUNG","KABUPATEN KLUNGKUNG"
"kec5105040","DAWAN","KABUPATEN KLUNGKUNG"
"kec5106010","SUSUT","KABUPATEN BANGLI"
"kec5106020","BANGLI","KABUPATEN BANGLI"
"kec5106030","TEMBUKU","KABUPATEN BANGLI"
"kec5106040","KINTAMANI","KABUPATEN BANGLI"
"kec5107010","RENDANG","KABUPATEN KARANG ASEM"
"kec5107020","SIDEMEN","KABUPATEN KARANG ASEM"
"kec5107030","MANGGIS","KABUPATEN KARANG ASEM"
"kec5107040","KARANGASEM","KABUPATEN KARANG ASEM"
"kec5107050","ABANG","KABUPATEN KARANG ASEM"
"kec5107060","BEBANDEM","KABUPATEN KARANG ASEM"
"kec5107070","SELAT","KABUPATEN KARANG ASEM"
"kec5107080","KUBU","KABUPATEN KARANG ASEM"
"kec5108010","GEROKGAK","KABUPATEN BULELENG"
"kec5108020","SERIRIT","KABUPATEN BULELENG"
"kec5108030","BUSUNGBIU","KABUPATEN BULELENG"
"kec5108040","BANJAR","KABUPATEN BULELENG"
"kec5108050","SUKASADA","KABUPATEN BULELENG"
"kec5108060","BULELENG","KABUPATEN BULELENG"
"kec5108070","SAWAN","KABUPATEN BULELENG"
"kec5108080","KUBUTAMBAHAN","KABUPATEN BULELENG"
"kec5108090","TEJAKULA","KABUPATEN BULELENG"
"kec5171010","DENPASAR SELATAN","KOTA DENPASAR"
"kec5171020","DENPASAR TIMUR","KOTA DENPASAR"
"kec5171030","DENPASAR BARAT","KOTA DENPASAR"
"kec5171031","DENPASAR UTARA","KOTA DENPASAR"
"kec5201010","SEKOTONG","KABUPATEN LOMBOK BARAT"
"kec5201011","LEMBAR","KABUPATEN LOMBOK BARAT"
"kec5201020","GERUNG","KABUPATEN LOMBOK BARAT"
"kec5201030","LABU API","KABUPATEN LOMBOK BARAT"
"kec5201040","KEDIRI","KABUPATEN LOMBOK BARAT"
"kec5201041","KURIPAN","KABUPATEN LOMBOK BARAT"
"kec5201050","NARMADA","KABUPATEN LOMBOK BARAT"
"kec5201051","LINGSAR","KABUPATEN LOMBOK BARAT"
"kec5201060","GUNUNG SARI","KABUPATEN LOMBOK BARAT"
"kec5201061","BATU LAYAR","KABUPATEN LOMBOK BARAT"
"kec5202010","PRAYA BARAT","KABUPATEN LOMBOK TENGAH"
"kec5202011","PRAYA BARAT DAYA","KABUPATEN LOMBOK TENGAH"
"kec5202020","PUJUT","KABUPATEN LOMBOK TENGAH"
"kec5202030","PRAYA TIMUR","KABUPATEN LOMBOK TENGAH"
"kec5202040","JANAPRIA","KABUPATEN LOMBOK TENGAH"
"kec5202050","KOPANG","KABUPATEN LOMBOK TENGAH"
"kec5202060","PRAYA","KABUPATEN LOMBOK TENGAH"
"kec5202061","PRAYA TENGAH","KABUPATEN LOMBOK TENGAH"
"kec5202070","JONGGAT","KABUPATEN LOMBOK TENGAH"
"kec5202080","PRINGGARATA","KABUPATEN LOMBOK TENGAH"
"kec5202090","BATUKLIANG","KABUPATEN LOMBOK TENGAH"
"kec5202091","BATUKLIANG UTARA","KABUPATEN LOMBOK TENGAH"
"kec5203010","KERUAK","KABUPATEN LOMBOK TIMUR"
"kec5203011","JEROWARU","KABUPATEN LOMBOK TIMUR"
"kec5203020","SAKRA","KABUPATEN LOMBOK TIMUR"
"kec5203021","SAKRA BARAT","KABUPATEN LOMBOK TIMUR"
"kec5203022","SAKRA TIMUR","KABUPATEN LOMBOK TIMUR"
"kec5203030","TERARA","KABUPATEN LOMBOK TIMUR"
"kec5203031","MONTONG GADING","KABUPATEN LOMBOK TIMUR"
"kec5203040","SIKUR","KABUPATEN LOMBOK TIMUR"
"kec5203050","MASBAGIK","KABUPATEN LOMBOK TIMUR"
"kec5203051","PRINGGASELA","KABUPATEN LOMBOK TIMUR"
"kec5203060","SUKAMULIA","KABUPATEN LOMBOK TIMUR"
"kec5203061","SURALAGA","KABUPATEN LOMBOK TIMUR"
"kec5203070","SELONG","KABUPATEN LOMBOK TIMUR"
"kec5203071","LABUHAN HAJI","KABUPATEN LOMBOK TIMUR"
"kec5203080","PRINGGABAYA","KABUPATEN LOMBOK TIMUR"
"kec5203081","SUELA","KABUPATEN LOMBOK TIMUR"
"kec5203090","AIKMEL","KABUPATEN LOMBOK TIMUR"
"kec5203091","WANASABA","KABUPATEN LOMBOK TIMUR"
"kec5203092","SEMBALUN","KABUPATEN LOMBOK TIMUR"
"kec5203100","SAMBELIA","KABUPATEN LOMBOK TIMUR"
"kec5204020","LUNYUK","KABUPATEN SUMBAWA"
"kec5204021","ORONG TELU","KABUPATEN SUMBAWA"
"kec5204050","ALAS","KABUPATEN SUMBAWA"
"kec5204051","ALAS BARAT","KABUPATEN SUMBAWA"
"kec5204052","BUER","KABUPATEN SUMBAWA"
"kec5204061","UTAN","KABUPATEN SUMBAWA"
"kec5204062","RHEE","KABUPATEN SUMBAWA"
"kec5204070","BATULANTEH","KABUPATEN SUMBAWA"
"kec5204080","SUMBAWA","KABUPATEN SUMBAWA"
"kec5204081","LABUHAN BADAS","KABUPATEN SUMBAWA"
"kec5204082","UNTER IWES","KABUPATEN SUMBAWA"
"kec5204090","MOYOHILIR","KABUPATEN SUMBAWA"
"kec5204091","MOYO UTARA","KABUPATEN SUMBAWA"
"kec5204100","MOYOHULU","KABUPATEN SUMBAWA"
"kec5204110","ROPANG","KABUPATEN SUMBAWA"
"kec5204111","LENANGGUAR","KABUPATEN SUMBAWA"
"kec5204112","LANTUNG","KABUPATEN SUMBAWA"
"kec5204121","LAPE","KABUPATEN SUMBAWA"
"kec5204122","LOPOK","KABUPATEN SUMBAWA"
"kec5204130","PLAMPANG","KABUPATEN SUMBAWA"
"kec5204131","LABANGKA","KABUPATEN SUMBAWA"
"kec5204132","MARONGE","KABUPATEN SUMBAWA"
"kec5204140","EMPANG","KABUPATEN SUMBAWA"
"kec5204141","TARANO","KABUPATEN SUMBAWA"
"kec5205010","HU'U","KABUPATEN DOMPU"
"kec5205011","PAJO","KABUPATEN DOMPU"
"kec5205020","DOMPU","KABUPATEN DOMPU"
"kec5205030","WOJA","KABUPATEN DOMPU"
"kec5205040","KILO","KABUPATEN DOMPU"
"kec5205050","KEMPO","KABUPATEN DOMPU"
"kec5205051","MANGGALEWA","KABUPATEN DOMPU"
"kec5205060","PEKAT","KABUPATEN DOMPU"
"kec5206010","MONTA","KABUPATEN BIMA"
"kec5206011","PARADO","KABUPATEN BIMA"
"kec5206020","BOLO","KABUPATEN BIMA"
"kec5206021","MADA PANGGA","KABUPATEN BIMA"
"kec5206030","WOHA","KABUPATEN BIMA"
"kec5206040","BELO","KABUPATEN BIMA"
"kec5206041","PALIBELO","KABUPATEN BIMA"
"kec5206050","WAWO","KABUPATEN BIMA"
"kec5206051","LANGGUDU","KABUPATEN BIMA"
"kec5206052","LAMBITU","KABUPATEN BIMA"
"kec5206060","SAPE","KABUPATEN BIMA"
"kec5206061","LAMBU","KABUPATEN BIMA"
"kec5206070","WERA","KABUPATEN BIMA"
"kec5206071","AMBALAWI","KABUPATEN BIMA"
"kec5206080","DONGGO","KABUPATEN BIMA"
"kec5206081","SOROMANDI","KABUPATEN BIMA"
"kec5206090","SANGGAR","KABUPATEN BIMA"
"kec5206091","TAMBORA","KABUPATEN BIMA"
"kec5207010","SEKONGKANG","KABUPATEN SUMBAWA BARAT"
"kec5207020","JEREWEH","KABUPATEN SUMBAWA BARAT"
"kec5207021","MALUK","KABUPATEN SUMBAWA BARAT"
"kec5207030","TALIWANG","KABUPATEN SUMBAWA BARAT"
"kec5207031","BRANG ENE","KABUPATEN SUMBAWA BARAT"
"kec5207040","BRANG REA","KABUPATEN SUMBAWA BARAT"
"kec5207050","SETELUK","KABUPATEN SUMBAWA BARAT"
"kec5207051","POTO TANO","KABUPATEN SUMBAWA BARAT"
"kec5208010","PEMENANG","KABUPATEN LOMBOK UTARA"
"kec5208020","TANJUNG","KABUPATEN LOMBOK UTARA"
"kec5208030","GANGGA","KABUPATEN LOMBOK UTARA"
"kec5208040","KAYANGAN","KABUPATEN LOMBOK UTARA"
"kec5208050","BAYAN","KABUPATEN LOMBOK UTARA"
"kec5271010","AMPENAN","KOTA MATARAM"
"kec5271011","SEKARBELA","KOTA MATARAM"
"kec5271020","MATARAM","KOTA MATARAM"
"kec5271021","SELAPARANG","KOTA MATARAM"
"kec5271030","CAKRANEGARA","KOTA MATARAM"
"kec5271031","SANDUBAYA","KOTA MATARAM"
"kec5272010","RASANAE BARAT","KOTA BIMA"
"kec5272011","MPUNDA","KOTA BIMA"
"kec5272020","RASANAE TIMUR","KOTA BIMA"
"kec5272021","RABA","KOTA BIMA"
"kec5272030","ASAKOTA","KOTA BIMA"
"kec5301021","LAMBOYA","KABUPATEN SUMBA BARAT"
"kec5301022","WANOKAKA","KABUPATEN SUMBA BARAT"
"kec5301023","LABOYA BARAT","KABUPATEN SUMBA BARAT"
"kec5301050","LOLI","KABUPATEN SUMBA BARAT"
"kec5301060","KOTA WAIKABUBAK","KABUPATEN SUMBA BARAT"
"kec5301072","TANA RIGHU","KABUPATEN SUMBA BARAT"
"kec5302010","LEWA","KABUPATEN SUMBA TIMUR"
"kec5302011","NGGAHA ORIANGU","KABUPATEN SUMBA TIMUR"
"kec5302012","LEWA TIDAHU","KABUPATEN SUMBA TIMUR"
"kec5302013","KATALA HAMU LINGU","KABUPATEN SUMBA TIMUR"
"kec5302020","TABUNDUNG","KABUPATEN SUMBA TIMUR"
"kec5302021","PINUPAHAR","KABUPATEN SUMBA TIMUR"
"kec5302030","PABERIWAI","KABUPATEN SUMBA TIMUR"
"kec5302031","KARERA","KABUPATEN SUMBA TIMUR"
"kec5302032","MATAWAI LA PAWU","KABUPATEN SUMBA TIMUR"
"kec5302033","KAHAUNGU ETI","KABUPATEN SUMBA TIMUR"
"kec5302034","MAHU","KABUPATEN SUMBA TIMUR"
"kec5302035","NGADU NGALA","KABUPATEN SUMBA TIMUR"
"kec5302040","PAHUNGA LODU","KABUPATEN SUMBA TIMUR"
"kec5302041","WULA WAIJELU","KABUPATEN SUMBA TIMUR"
"kec5302051","RINDI","KABUPATEN SUMBA TIMUR"
"kec5302052","UMALULU","KABUPATEN SUMBA TIMUR"
"kec5302060","PANDAWAI","KABUPATEN SUMBA TIMUR"
"kec5302061","KAMBATA MAPAMBUHANG","KABUPATEN SUMBA TIMUR"
"kec5302070","KOTA WAINGAPU","KABUPATEN SUMBA TIMUR"
"kec5302071","KAMBERA","KABUPATEN SUMBA TIMUR"
"kec5302080","HAHARU","KABUPATEN SUMBA TIMUR"
"kec5302081","KANATANG","KABUPATEN SUMBA TIMUR"
"kec5303100","SEMAU","KABUPATEN KUPANG"
"kec5303101","SEMAU SELATAN","KABUPATEN KUPANG"
"kec5303110","KUPANG BARAT","KABUPATEN KUPANG"
"kec5303111","NEKAMESE","KABUPATEN KUPANG"
"kec5303120","KUPANG TENGAH","KABUPATEN KUPANG"
"kec5303121","TAEBENU","KABUPATEN KUPANG"
"kec5303130","AMARASI","KABUPATEN KUPANG"
"kec5303131","AMARASI BARAT","KABUPATEN KUPANG"
"kec5303132","AMARASI SELATAN","KABUPATEN KUPANG"
"kec5303133","AMARASI TIMUR","KABUPATEN KUPANG"
"kec5303140","KUPANG TIMUR","KABUPATEN KUPANG"
"kec5303141","AMABI OEFETO TIMUR","KABUPATEN KUPANG"
"kec5303142","AMABI OEFETO","KABUPATEN KUPANG"
"kec5303150","SULAMU","KABUPATEN KUPANG"
"kec5303160","FATULEU","KABUPATEN KUPANG"
"kec5303161","FATULEU TENGAH","KABUPATEN KUPANG"
"kec5303162","FATULEU BARAT","KABUPATEN KUPANG"
"kec5303170","TAKARI","KABUPATEN KUPANG"
"kec5303180","AMFOANG SELATAN","KABUPATEN KUPANG"
"kec5303181","AMFOANG BARAT DAYA","KABUPATEN KUPANG"
"kec5303182","AMFOANG TENGAH","KABUPATEN KUPANG"
"kec5303190","AMFOANG UTARA","KABUPATEN KUPANG"
"kec5303191","AMFOANG BARAT LAUT","KABUPATEN KUPANG"
"kec5303192","AMFOANG TIMUR","KABUPATEN KUPANG"
"kec5304010","MOLLO UTARA","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304011","FATUMNASI","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304012","TOBU","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304013","NUNBENA","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304020","MOLLO SELATAN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304021","POLEN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304022","MOLLO BARAT","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304023","MOLLO TENGAH","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304030","KOTA SOE","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304040","AMANUBAN BARAT","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304041","BATU PUTIH","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304042","KUATNANA","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304050","AMANUBAN SELATAN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304051","NOEBEBA","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304060","KUAN FATU","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304061","KUALIN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304070","AMANUBAN TENGAH","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304071","KOLBANO","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304072","OENINO","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304080","AMANUBAN TIMUR","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304081","FAUTMOLO","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304082","FATUKOPA","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304090","KIE","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304091","KOT'OLIN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304100","AMANATUN SELATAN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304101","BOKING","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304102","NUNKOLO","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304103","NOEBANA","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304104","SANTIAN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304110","AMANATUN UTARA","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304111","TOIANAS","KABUPATEN TIMOR TENGAH SELATAN"
"kec5304112","KOKBAUN","KABUPATEN TIMOR TENGAH SELATAN"
"kec5305010","MIOMAFFO BARAT","KABUPATEN TIMOR TENGAH UTARA"
"kec5305011","MIOMAFFO TENGAH","KABUPATEN TIMOR TENGAH UTARA"
"kec5305012","MUSI","KABUPATEN TIMOR TENGAH UTARA"
"kec5305013","MUTIS","KABUPATEN TIMOR TENGAH UTARA"
"kec5305020","MIOMAFFO TIMUR","KABUPATEN TIMOR TENGAH UTARA"
"kec5305021","NOEMUTI","KABUPATEN TIMOR TENGAH UTARA"
"kec5305022","BIKOMI SELATAN","KABUPATEN TIMOR TENGAH UTARA"
"kec5305023","BIKOMI TENGAH","KABUPATEN TIMOR TENGAH UTARA"
"kec5305024","BIKOMI NILULAT","KABUPATEN TIMOR TENGAH UTARA"
"kec5305025","BIKOMI UTARA","KABUPATEN TIMOR TENGAH UTARA"
"kec5305026","NAIBENU","KABUPATEN TIMOR TENGAH UTARA"
"kec5305027","NOEMUTI TIMUR","KABUPATEN TIMOR TENGAH UTARA"
"kec5305030","KOTA KEFAMENANU","KABUPATEN TIMOR TENGAH UTARA"
"kec5305040","INSANA","KABUPATEN TIMOR TENGAH UTARA"
"kec5305041","INSANA UTARA","KABUPATEN TIMOR TENGAH UTARA"
"kec5305042","INSANA BARAT","KABUPATEN TIMOR TENGAH UTARA"
"kec5305043","INSANA TENGAH","KABUPATEN TIMOR TENGAH UTARA"
"kec5305044","INSANA FAFINESU","KABUPATEN TIMOR TENGAH UTARA"
"kec5305050","BIBOKI SELATAN","KABUPATEN TIMOR TENGAH UTARA"
"kec5305051","BIBOKI TANPAH","KABUPATEN TIMOR TENGAH UTARA"
"kec5305052","BIBOKI MOENLEU","KABUPATEN TIMOR TENGAH UTARA"
"kec5305060","BIBOKI UTARA","KABUPATEN TIMOR TENGAH UTARA"
"kec5305061","BIBOKI ANLEU","KABUPATEN TIMOR TENGAH UTARA"
"kec5305062","BIBOKI FEOTLEU","KABUPATEN TIMOR TENGAH UTARA"
"kec5306032","RAI MANUK","KABUPATEN BELU"
"kec5306050","TASIFETO BARAT","KABUPATEN BELU"
