"id","name","kecamatan_id"
"kel3516100001","PUNGGUL","DLANGGU"
"kel3516100002","KALEN","DLANGGU"
"kel3516100003","KEDUNGGEDE","DLANGGU"
"kel3516100004","MOJOKARANG","DLANGGU"
"kel3516100005","SEGUNUNG","DLANGGU"
"kel3516100006","TALOK","DLANGGU"
"kel3516100007","SUMBERSONO","DLANGGU"
"kel3516100008","SAMBILAWANG","DLANGGU"
"kel3516100009","JRAMBE","DLANGGU"
"kel3516100010","RANDUGENENGAN","DLANGGU"
"kel3516100011","POHKECIK","DLANGGU"
"kel3516100012","DLANGGU","DLANGGU"
"kel3516100013","NGEMBEH","DLANGGU"
"kel3516100014","SUMBERKARANG","DLANGGU"
"kel3516100015","KEDUNGLENGKONG","DLANGGU"
"kel3516100016","TUMAPEL","DLANGGU"
"kel3516110001","TAMPUNGREJO","PURI"
"kel3516110002","PLOSOSARI","PURI"
"kel3516110003","KINTELAN","PURI"
"kel3516110004","BRAYUNG","PURI"
"kel3516110005","KETEMASDUNGUS","PURI"
"kel3516110006","PURI","PURI"
"kel3516110007","TANGUNAN","PURI"
"kel3516110008","KEBONAGUNG","PURI"
"kel3516110009","SUMBERGIRANG","PURI"
"kel3516110010","MLATEN","PURI"
"kel3516110011","MEDALI","PURI"
"kel3516110012","BALONGMOJO","PURI"
"kel3516110013","SUMOLAWANG","PURI"
"kel3516110014","TAMBAKAGUNG","PURI"
"kel3516110015","KENANTEN","PURI"
"kel3516110016","BANJARAGUNG","PURI"
"kel3516120001","PAKIS","TROWULAN"
"kel3516120002","SENTONOREJO","TROWULAN"
"kel3516120003","TEMON","TROWULAN"
"kel3516120004","BELOH","TROWULAN"
"kel3516120005","DOMAS","TROWULAN"
"kel3516120006","JAMBUWOK","TROWULAN"
"kel3516120007","WATESUMPAK","TROWULAN"
"kel3516120008","JATIPASAR","TROWULAN"
"kel3516120009","TROWULAN","TROWULAN"
"kel3516120010","BEJIJONG","TROWULAN"
"kel3516120011","KEJAGAN","TROWULAN"
"kel3516120012","WONOREJO","TROWULAN"
"kel3516120013","PANGGIH","TROWULAN"
"kel3516120014","TAWANGSARI","TROWULAN"
"kel3516120015","BALONGWONO","TROWULAN"
"kel3516120016","BICAK","TROWULAN"
"kel3516130001","GEMEKAN","SOOKO"
"kel3516130002","BLIMBINGSARI","SOOKO"
"kel3516130003","BRANGKAL","SOOKO"
"kel3516130004","KEDUNGMALING","SOOKO"
"kel3516130005","KLINTEREJO","SOOKO"
"kel3516130006","MODONGAN","SOOKO"
"kel3516130007","SAMBIROTO","SOOKO"
"kel3516130008","JAMPIROGO","SOOKO"
"kel3516130009","JAPAN","SOOKO"
"kel3516130010","SOOKO","SOOKO"
"kel3516130011","WRINGINREJO","SOOKO"
"kel3516130012","KARANGKEDAWANG","SOOKO"
"kel3516130013","MOJORANU","SOOKO"
"kel3516130014","TEMPURAN","SOOKO"
"kel3516130015","NGINGASREMBYONG","SOOKO"
"kel3516140001","NGARESKIDUL","GEDEK"
"kel3516140002","GEMBONGAN","GEDEK"
"kel3516140003","GEMPOLKREP","GEDEK"
"kel3516140004","BANDUNG","GEDEK"
"kel3516140005","GEDEK","GEDEK"
"kel3516140006","PAGERLUYUNG","GEDEK"
"kel3516140007","KEMANTREN","GEDEK"
"kel3516140008","TERUSAN","GEDEK"
"kel3516140009","SIDOHARJO","GEDEK"
"kel3516140010","BALONGSARI","GEDEK"
"kel3516140011","BATANKRAJAN","GEDEK"
"kel3516140012","PAGERJO","GEDEK"
"kel3516140013","JERUKSEGER","GEDEK"
"kel3516140014","BERATWETAN","GEDEK"
"kel3516150001","WATESPROJO","KEMLAGI"
"kel3516150002","BETRO","KEMLAGI"
"kel3516150003","KEDUNGSARI","KEMLAGI"
"kel3516150004","BERATKULON","KEMLAGI"
"kel3516150005","MOJOJAJAR","KEMLAGI"
"kel3516150006","MOJOSARIREJO","KEMLAGI"
"kel3516150007","MOJOWIRYO","KEMLAGI"
"kel3516150008","MOJOWATESREJO","KEMLAGI"
"kel3516150009","MOJOGEBANG","KEMLAGI"
"kel3516150010","MOJOPILANG","KEMLAGI"
"kel3516150011","MOJOKUSUMO","KEMLAGI"
"kel3516150012","JAPANAN","KEMLAGI"
"kel3516150013","MOJOKUMPUL","KEMLAGI"
"kel3516150014","TANJUNGAN","KEMLAGI"
"kel3516150015","MOJOREJO","KEMLAGI"
"kel3516150016","MOJODADI","KEMLAGI"
"kel3516150017","KEMLAGI","KEMLAGI"
"kel3516150018","MOJOWONO","KEMLAGI"
"kel3516150019","PANDANKRAJAN","KEMLAGI"
"kel3516150020","MOJODOWO","KEMLAGI"
"kel3516160001","MLIRIP","JETIS"
"kel3516160002","PENOMPO","JETIS"
"kel3516160003","CANGGU","JETIS"
"kel3516160004","NGABAR","JETIS"
"kel3516160005","BANJARSARI","JETIS"
"kel3516160006","SAWO","JETIS"
"kel3516160007","MOJOREJO","JETIS"
"kel3516160008","JOLOTUNDO","JETIS"
"kel3516160009","KUPANG","JETIS"
"kel3516160010","BENDUNG","JETIS"
"kel3516160011","MOJOLEBAK","JETIS"
"kel3516160012","PARINGAN","JETIS"
"kel3516160013","JETIS","JETIS"
"kel3516160014","PERNING","JETIS"
"kel3516160015","SIDOREJO","JETIS"
"kel3516160016","LAKARDOWO","JETIS"
"kel3516170001","CENDORO","DAWAR BLANDONG"
"kel3516170002","SIMONGAGROK","DAWAR BLANDONG"
"kel3516170003","SUMBERWULUH","DAWAR BLANDONG"
"kel3516170004","TALUNBLANDONG","DAWAR BLANDONG"
"kel3516170005","CINANDANG","DAWAR BLANDONG"
"kel3516170006","GUNUNGSARI","DAWAR BLANDONG"
"kel3516170007","DAWARBLANDONG","DAWAR BLANDONG"
"kel3516170008","PULOREJO","DAWAR BLANDONG"
"kel3516170009","JATIROWO","DAWAR BLANDONG"
"kel3516170010","SURU","DAWAR BLANDONG"
"kel3516170011","BANGERAN","DAWAR BLANDONG"
"kel3516170012","PUCUK","DAWAR BLANDONG"
"kel3516170013","BANYULEGI","DAWAR BLANDONG"
"kel3516170014","GUNUNGAN","DAWAR BLANDONG"
"kel3516170015","BRAYUBLANDONG","DAWAR BLANDONG"
"kel3516170016","MADURESO","DAWAR BLANDONG"
"kel3516170017","TEMUIRENG","DAWAR BLANDONG"
"kel3516170018","RANDEGAN","DAWAR BLANDONG"
"kel3517010001","BANDAR KEDUNG MULYO","BANDAR KEDUNG MULYO"
"kel3517010002","MOJOKAMBANG","BANDAR KEDUNG MULYO"
"kel3517010003","BARONG SAWAHAN","BANDAR KEDUNG MULYO"
"kel3517010004","KAYEN","BANDAR KEDUNG MULYO"
"kel3517010005","GONDANG MANIS","BANDAR KEDUNG MULYO"
"kel3517010006","PUCANG SIMO","BANDAR KEDUNG MULYO"
"kel3517010007","BRODOT","BANDAR KEDUNG MULYO"
"kel3517010008","BRANGKAL","BANDAR KEDUNG MULYO"
"kel3517010009","BANJAR SARI","BANDAR KEDUNG MULYO"
"kel3517010010","TINGGAR","BANDAR KEDUNG MULYO"
"kel3517010011","KARANG DAGANGAN","BANDAR KEDUNG MULYO"
"kel3517020001","JANTIGANGGONG","PERAK"
"kel3517020002","KEPUHKAJANG","PERAK"
"kel3517020003","SUMBERAGUNG","PERAK"
"kel3517020004","PAGERWOJO","PERAK"
"kel3517020005","PERAK","PERAK"
"kel3517020006","SEMBUNG","PERAK"
"kel3517020007","GLAGAHAN","PERAK"
"kel3517020008","KALANG SEMANDING","PERAK"
"kel3517020009","GADINGMANGU","PERAK"
"kel3517020010","PLOSOGENUK","PERAK"
"kel3517020011","SUKOREJO","PERAK"
"kel3517020012","TEMUWULAN","PERAK"
"kel3517020013","CANGKRINGRANDU","PERAK"
"kel3517030001","PUCANGRO","GUDO"
"kel3517030002","KEDUNGTURI","GUDO"
"kel3517030003","JAPANAN","GUDO"
"kel3517030004","BLIMBING","GUDO"
"kel3517030005","MENTAOS","GUDO"
"kel3517030006","SUKOIBER","GUDO"
"kel3517030007","SUKOPINGGIR","GUDO"
"kel3517030008","BUGASUR KEDALEMAN","GUDO"
"kel3517030009","GUDO","GUDO"
"kel3517030010","WANGKALKEPUH","GUDO"
"kel3517030011","PESANGGRAHAN","GUDO"
"kel3517030012","KREMBANGAN","GUDO"
"kel3517030013","SEPANYUL","GUDO"
"kel3517030014","GODONG","GUDO"
"kel3517030015","MEJOYOLOSARI","GUDO"
"kel3517030016","PLUMBON GAMBANG","GUDO"
"kel3517030017","GEMPOL LEGUNDI","GUDO"
"kel3517030018","TANGGUNGAN","GUDO"
"kel3517040001","KAYANGAN","DIWEK"
"kel3517040002","PUTON","DIWEK"
"kel3517040003","BENDET","DIWEK"
"kel3517040004","BULUREJO","DIWEK"
"kel3517040005","GROGOL","DIWEK"
"kel3517040006","JATIREJO","DIWEK"
"kel3517040007","CUKIR","DIWEK"
"kel3517040008","KWARON","DIWEK"
"kel3517040009","KERAS","DIWEK"
"kel3517040010","WATUGALUH","DIWEK"
"kel3517040011","JATIPELEM","DIWEK"
"kel3517040012","BRAMBANG","DIWEK"
"kel3517040013","PUNDONG","DIWEK"
"kel3517040014","DIWEK","DIWEK"
"kel3517040015","CEWENG","DIWEK"
"kel3517040016","BANDUNG","DIWEK"
"kel3517040017","KEDAWONG","DIWEK"
"kel3517040018","NGUDIREJO","DIWEK"
"kel3517040019","BALONG BESUK","DIWEK"
"kel3517040020","PANDANWANGI","DIWEK"
"kel3517050001","JOMBOK","NGORO"
"kel3517050002","GENUKWATU","NGORO"
"kel3517050003","REJOAGUNG","NGORO"
"kel3517050004","KAUMAN","NGORO"
"kel3517050005","NGORO","NGORO"
"kel3517050006","BADANG","NGORO"
"kel3517050007","PULOREJO","NGORO"
"kel3517050008","BANYUARANG","NGORO"
"kel3517050009","SIDOWAREK","NGORO"
"kel3517050010","KESAMBEN","NGORO"
"kel3517050011","KERTOREJO","NGORO"
"kel3517050012","GAJAH","NGORO"
"kel3517050013","SUGIHWARAS","NGORO"
"kel3517060001","KEDUNGPARI","MOJOWARNO"
"kel3517060002","KARANGLO","MOJOWARNO"
"kel3517060003","LATSARI","MOJOWARNO"
"kel3517060004","MOJOWARNO","MOJOWARNO"
"kel3517060005","PENGGARON","MOJOWARNO"
"kel3517060006","MOJODUWUR","MOJOWARNO"
"kel3517060007","MOJOWANGI","MOJOWARNO"
"kel3517060008","GONDEK","MOJOWARNO"
"kel3517060009","GEDANGAN","MOJOWARNO"
"kel3517060010","MOJOJEJER","MOJOWARNO"
"kel3517060011","JAPANAN","MOJOWARNO"
"kel3517060012","GROBOGAN","MOJOWARNO"
"kel3517060013","REJOSLAMET","MOJOWARNO"
"kel3517060014","SELOREJO","MOJOWARNO"
"kel3517060015","MENGANTO","MOJOWARNO"
"kel3517060016","SIDOKERTO","MOJOWARNO"
"kel3517060017","SUKOMULYO","MOJOWARNO"
"kel3517060018","CATAK GAYAM","MOJOWARNO"
"kel3517060019","WRINGINPITU","MOJOWARNO"
"kel3517070001","KEBONDALEM","BARENG"
"kel3517070002","MUNDUSEWU","BARENG"
"kel3517070003","PAKEL","BARENG"
"kel3517070004","KARANGAN","BARENG"
"kel3517070005","NGAMPUNGAN","BARENG"
"kel3517070006","JENISGELARAN","BARENG"
"kel3517070007","BARENG","BARENG"
"kel3517070008","TEBEL","BARENG"
"kel3517070009","MOJOTENGAH","BARENG"
"kel3517070010","BANJARAGUNG","BARENG"
"kel3517070011","NGLEBAK","BARENG"
"kel3517070012","PULOSARI","BARENG"
"kel3517070013","NGRIMBI","BARENG"
"kel3517080001","GALENGDOWO","WONOSALAM"
"kel3517080002","WONOMERTO","WONOSALAM"
"kel3517080003","JARAK","WONOSALAM"
"kel3517080004","SAMBIREJO","WONOSALAM"
"kel3517080005","WONOSALAM","WONOSALAM"
"kel3517080006","CARANGWULUNG","WONOSALAM"
"kel3517080007","PANGLUNGAN","WONOSALAM"
"kel3517080008","WONOKERTO","WONOSALAM"
"kel3517080009","SUMBERJO","WONOSALAM"
"kel3517090001","KEDUNGLUMPANG","MOJOAGUNG"
"kel3517090002","DUKUH MOJO","MOJOAGUNG"
"kel3517090003","KARANGWINONGAN","MOJOAGUNG"
"kel3517090004","KADEMANGAN","MOJOAGUNG"
"kel3517090005","JANTI","MOJOAGUNG"
"kel3517090006","TEJO","MOJOAGUNG"
"kel3517090007","GAMBIRAN","MOJOAGUNG"
"kel3517090008","KAUMAN","MOJOAGUNG"
"kel3517090009","MOJOTRISNO","MOJOAGUNG"
"kel3517090010","TANGGALREJO","MOJOAGUNG"
"kel3517090011","DUKUHDIMORO","MOJOAGUNG"
"kel3517090012","MIAGAN","MOJOAGUNG"
"kel3517090013","MANCILAN","MOJOAGUNG"
"kel3517090014","BETEK","MOJOAGUNG"
"kel3517090015","KAROBELAH","MOJOAGUNG"
"kel3517090016","MURUKAN","MOJOAGUNG"
"kel3517090017","JOHOWINONG","MOJOAGUNG"
"kel3517090018","SEKETI","MOJOAGUNG"
"kel3517100001","PLOSOKEREP","SUMOBITO"
"kel3517100002","JOGOLOYO","SUMOBITO"
"kel3517100003","PALREJO","SUMOBITO"
"kel3517100004","PLEMAHAN","SUMOBITO"
"kel3517100005","BRUDU","SUMOBITO"
"kel3517100006","BADAS","SUMOBITO"
"kel3517100007","NGLELE","SUMOBITO"
"kel3517100008","TRAWASAN","SUMOBITO"
"kel3517100009","SEBANI","SUMOBITO"
"kel3517100010","MLARAS","SUMOBITO"
"kel3517100011","SEGODOREJO","SUMOBITO"
"kel3517100012","KEDUNGPAPAR","SUMOBITO"
"kel3517100013","SUMOBITO","SUMOBITO"
"kel3517100014","CURAH MALANG","SUMOBITO"
"kel3517100015","BUDUGSIDOREJO","SUMOBITO"
"kel3517100016","KENDALSARI","SUMOBITO"
"kel3517100017","TALUN KIDUL","SUMOBITO"
"kel3517100018","MADYO PURO","SUMOBITO"
"kel3517100019","BAKALAN","SUMOBITO"
"kel3517100020","GEDANGAN","SUMOBITO"
"kel3517100021","MENTORO","SUMOBITO"
"kel3517110001","JOGOROTO","JOGO ROTO"
"kel3517110002","JARAK KULON","JOGO ROTO"
"kel3517110003","ALANG ALANG CARUBAN","JOGO ROTO"
"kel3517110004","SUKOSARI","JOGO ROTO"
"kel3517110005","SAWIJI","JOGO ROTO"
"kel3517110006","MAYANGAN","JOGO ROTO"
"kel3517110007","SUMBER MULYO","JOGO ROTO"
"kel3517110008","NGUMPUL","JOGO ROTO"
"kel3517110009","TAMBAR","JOGO ROTO"
"kel3517110010","JANTI","JOGO ROTO"
"kel3517110011","SAMBIREJO","JOGO ROTO"
"kel3517120001","KEPUHKEMBENG","PETERONGAN"
"kel3517120002","KEPLAKSARI","PETERONGAN"
"kel3517120003","PETERONGAN","PETERONGAN"
"kel3517120004","MANCAR","PETERONGAN"
"kel3517120005","KEBONTEMU","PETERONGAN"
"kel3517120006","DUKUH KLOPO","PETERONGAN"
"kel3517120007","TANJUNG GUNUNG","PETERONGAN"
"kel3517120008","MOROSUNGGINGAN","PETERONGAN"
"kel3517120009","TUGUSUMBERJO","PETERONGAN"
"kel3517120010","SENDEN","PETERONGAN"
"kel3517120011","BONGKOT","PETERONGAN"
"kel3517120012","SUMBERAGUNG","PETERONGAN"
"kel3517120013","TENGARAN","PETERONGAN"
"kel3517120014","NGRANDU LOR","PETERONGAN"
"kel3517130001","TUNGGORONO","JOMBANG"
"kel3517130002","JABON","JOMBANG"
"kel3517130003","SENGON","JOMBANG"
"kel3517130004","JOMBATAN","JOMBANG"
"kel3517130005","PLANDI","JOMBANG"
"kel3517130006","KALIWUNGU","JOMBANG"
"kel3517130007","JELAKOMBO","JOMBANG"
"kel3517130008","KEPANJEN","JOMBANG"
"kel3517130009","KEPATIHAN","JOMBANG"
"kel3517130010","PULO LOR","JOMBANG"
"kel3517130011","DENANYAR","JOMBANG"
"kel3517130012","JOMBANG","JOMBANG"
"kel3517130013","CANDI MULYO","JOMBANG"
"kel3517130014","MOJONGAPIT","JOMBANG"
"kel3517130015","DAPUR KEJAMBON","JOMBANG"
"kel3517130016","SAMBONG DUKUH","JOMBANG"
"kel3517130017","TAMBAK REJO","JOMBANG"
"kel3517130018","PLOSOGENENG","JOMBANG"
"kel3517130019","BANJAR DOWO","JOMBANG"
"kel3517130020","SUMBERJO","JOMBANG"
"kel3517140001","TURI PINGGIR","MEGALUH"
"kel3517140002","GONGSENG","MEGALUH"
"kel3517140003","BALONGSARI","MEGALUH"
"kel3517140004","SUMBERSARI","MEGALUH"
"kel3517140005","NGOGRI","MEGALUH"
"kel3517140006","SIDOMULYO","MEGALUH"
"kel3517140007","BALONGGEMEK","MEGALUH"
"kel3517140008","KEDUNG REJO","MEGALUH"
"kel3517140009","PACAR PELUK","MEGALUH"
"kel3517140010","DUKUH ARUM","MEGALUH"
"kel3517140011","SUMBER AGUNG","MEGALUH"
"kel3517140012","SUDIMORO","MEGALUH"
"kel3517140013","MEGALUH","MEGALUH"
"kel3517150001","MOJOKRAPAK","TEMBELANG"
"kel3517150002","KALI KEJAMBON","TEMBELANG"
"kel3517150003","KEDUNG LOSARI","TEMBELANG"
"kel3517150004","TAMPING MOJO","TEMBELANG"
"kel3517150005","PESANTREN","TEMBELANG"
"kel3517150006","TEMBELANG","TEMBELANG"
"kel3517150007","KEDUNG OTOK","TEMBELANG"
"kel3517150008","REJOSO PINGGIR","TEMBELANG"
"kel3517150009","PULOREJO","TEMBELANG"
"kel3517150010","SENTUL","TEMBELANG"
"kel3517150011","BEDAH LAWAK","TEMBELANG"
"kel3517150012","GABUSBANARAN","TEMBELANG"
"kel3517150013","PULO GEDANG","TEMBELANG"
"kel3517150014","JATI WATES","TEMBELANG"
"kel3517150015","KEPUH DOKO","TEMBELANG"
"kel3517160001","KEDUNG BETIK","KESAMBEN"
"kel3517160002","KEDUNG MLATI","KESAMBEN"
"kel3517160003","WATU DAKON","KESAMBEN"
"kel3517160004","CARANG REJO","KESAMBEN"
"kel3517160005","JOMBOK","KESAMBEN"
"kel3517160006","BLIMBING","KESAMBEN"
"kel3517160007","WULUH","KESAMBEN"
"kel3517160008","POJOK REJO","KESAMBEN"
"kel3517160009","KESAMBEN","KESAMBEN"
"kel3517160010","PODOROTO","KESAMBEN"
"kel3517160011","JOMBATAN","KESAMBEN"
"kel3517160012","JATI DUWUR","KESAMBEN"
"kel3517160013","POJOK KULON","KESAMBEN"
"kel3517160014","GUMULAN","KESAMBEN"
"kel3517170001","SIDOKATON","KUDU"
"kel3517170002","TAPEN","KUDU"
"kel3517170003","BAKALANRAYUNG","KUDU"
"kel3517170004","RANDUWATANG","KUDU"
"kel3517170005","SUMBER TEGUH","KUDU"
"kel3517170006","MENTURUS","KUDU"
"kel3517170007","KUDUBANJAR","KUDU"
"kel3517170013","MADE","KUDU"
"kel3517170014","KEPUHREJO","KUDU"
"kel3517170015","BENDUNGAN","KUDU"
"kel3517170016","KATEMAS","KUDU"
"kel3517171001","KEBOAN","NGUSIKAN"
"kel3517171002","KETAPANG KUNING","NGUSIKAN"
"kel3517171003","KEDUNG BOGO","NGUSIKAN"
"kel3517171004","NGUSIKAN","NGUSIKAN"
"kel3517171005","SUMBER NONGKO","NGUSIKAN"
"kel3517171006","MANUNGGAL","NGUSIKAN"
"kel3517171007","NGAMPEL","NGUSIKAN"
"kel3517171008","MOJODANU","NGUSIKAN"
"kel3517171009","CUPAK","NGUSIKAN"
"kel3517171010","ASEM GEDE","NGUSIKAN"
"kel3517171011","KROMONG","NGUSIKAN"
"kel3517180001","TANGGUNG KRAMAT","PLOSO"
"kel3517180002","REJOAGUNG","PLOSO"
"kel3517180003","LOSARI","PLOSO"
"kel3517180004","PLOSO","PLOSO"
"kel3517180005","JATIGEDONG","PLOSO"
"kel3517180006","DADI TUNGGAL","PLOSO"
"kel3517180007","GEDONGOMBO","PLOSO"
"kel3517180008","JATIBANJAR","PLOSO"
"kel3517180009","PAGER TANJUNG","PLOSO"
"kel3517180010","PANDAN BLOLE","PLOSO"
"kel3517180011","KEDUNGDOWO","PLOSO"
"kel3517180012","BAWANGAN","PLOSO"
"kel3517180013","KEBON AGUNG","PLOSO"
"kel3517190001","MARMOYO","KABUH"
"kel3517190002","TANJUNG WADUNG","KABUH"
"kel3517190003","MANGUNAN","KABUH"
"kel3517190004","KEDUNG JATI","KABUH"
"kel3517190005","KABUH","KABUH"
"kel3517190006","KARANG PAKIS","KABUH"
"kel3517190007","BANJAR DOWO","KABUH"
"kel3517190008","SUMBERRINGIN","KABUH"
"kel3517190009","SUMBER GONDANG","KABUH"
"kel3517190010","KAUMAN","KABUH"
"kel3517190011","MUNUNG KEREP","KABUH"
"kel3517190012","GENENGAN JASEM","KABUH"
"kel3517190013","MANDURO","KABUH"
"kel3517190014","SUKODADI","KABUH"
"kel3517190015","PENGAMPON","KABUH"
"kel3517190016","SUMBERAJI","KABUH"
"kel3517200001","KLITIH","PLANDAAN"
"kel3517200002","PLABUHAN","PLANDAAN"
"kel3517200003","KAMPUNGBARU","PLANDAAN"
"kel3517200004","GEBANG BUNDER","PLANDAAN"
"kel3517200005","JATIMLEREK","PLANDAAN"
"kel3517200006","KARANG MOJO","PLANDAAN"
"kel3517200007","PLANDAAN","PLANDAAN"
"kel3517200008","BANGSRI","PLANDAAN"
"kel3517200009","PURISEMANDING","PLANDAAN"
"kel3517200010","TONDOWULAN","PLANDAAN"
"kel3517200011","DARUREJO","PLANDAAN"
"kel3517200012","SUMBERJO","PLANDAAN"
"kel3517200013","JIPURAPAH","PLANDAAN"
"kel3518010001","NGLIMAN","SAWAHAN"
"kel3518010002","BARENG","SAWAHAN"
"kel3518010003","SAWAHAN","SAWAHAN"
"kel3518010004","BENDOLO","SAWAHAN"
"kel3518010005","DUREN","SAWAHAN"
"kel3518010006","SIDOREJO","SAWAHAN"
"kel3518010007","MARGOPATUT","SAWAHAN"
"kel3518010008","SIWALAN","SAWAHAN"
"kel3518010009","KEBON AGUNG","SAWAHAN"
"kel3518020001","KLODAN","NGETOS"
"kel3518020002","BLONGKO","NGETOS"
"kel3518020003","KEPEL","NGETOS"
"kel3518020004","KWEDEN","NGETOS"
"kel3518020005","NGETOS","NGETOS"
"kel3518020006","SURU","NGETOS"
"kel3518020007","ORO-ORO OMBO","NGETOS"
"kel3518020008","MOJODUWUR","NGETOS"
"kel3518020009","KUNCIR","NGETOS"
"kel3518030001","SALAMROJO","BERBEK"
"kel3518030002","CEPOKO","BERBEK"
"kel3518030003","MAGUAN","BERBEK"
"kel3518030004","SEMARE","BERBEK"
"kel3518030005","MLILIR","BERBEK"
"kel3518030006","BENDUNGREJO","BERBEK"
"kel3518030007","BERBEK","BERBEK"
"kel3518030008","SENGKUT","BERBEK"
"kel3518030009","NGRAWAN","BERBEK"
"kel3518030010","SUMBERWINDU","BERBEK"
"kel3518030011","KACANGAN","BERBEK"
"kel3518030012","SENDANG BUMEN","BERBEK"
"kel3518030013","SUMBER URIP","BERBEK"
"kel3518030014","PATRANREJO","BERBEK"
"kel3518030015","BALONGREJO","BERBEK"
"kel3518030016","TIRIPAN","BERBEK"
"kel3518030017","SONO PATIK","BERBEK"
"kel3518030018","GROJOGAN","BERBEK"
"kel3518030019","BULU","BERBEK"
"kel3518040001","BAJULAN","LOCERET"
"kel3518040002","MACANAN","LOCERET"
"kel3518040003","GENJENG","LOCERET"
"kel3518040004","KARANGSONO","LOCERET"
"kel3518040005","NGEPEH","LOCERET"
"kel3518040006","GODEAN","LOCERET"
"kel3518040007","PATIHAN","LOCERET"
"kel3518040008","SEKARAN","LOCERET"
"kel3518040009","LOCERET","LOCERET"
"kel3518040010","JATIREJO","LOCERET"
"kel3518040011","TEMPEL WETAN","LOCERET"
"kel3518040012","TEKEN GLAGAHAN","LOCERET"
"kel3518040013","MUNGKUNG","LOCERET"
"kel3518040014","GEJAGAN","LOCERET"
"kel3518040015","CANDIREJO","LOCERET"
"kel3518040016","SUKOREJO","LOCERET"
"kel3518040017","KWAGEAN","LOCERET"
"kel3518040018","KENEP","LOCERET"
"kel3518040019","PUTUKREJO","LOCERET"
"kel3518040020","NGLABAN","LOCERET"
"kel3518040021","SOMBRON","LOCERET"
"kel3518040022","TANJUNGREJO","LOCERET"
"kel3518050001","JOHO","PACE"
"kel3518050002","JATIGREGES","PACE"
"kel3518050003","SANAN","PACE"
"kel3518050004","PACEKULON","PACE"
"kel3518050005","GONDANG","PACE"
"kel3518050006","CERME","PACE"
"kel3518050007","MLANDANGAN","PACE"
"kel3518050008","JAMPES","PACE"
"kel3518050009","BATEMBAT","PACE"
"kel3518050010","BABADAN","PACE"
"kel3518050011","BODOR","PACE"
"kel3518050012","PACE WETAN","PACE"
"kel3518050013","GEMENGGENG","PACE"
"kel3518050014","JETIS","PACE"
"kel3518050015","BANARAN","PACE"
"kel3518050016","KECUBUNG","PACE"
"kel3518050017","PLOSOHARJO","PACE"
"kel3518050018","KEPANJEN","PACE"
"kel3518060001","KEDUNG OMBO","TANJUNGANOM"
"kel3518060002","SUMBERKEPUH","TANJUNGANOM"
"kel3518060004","KAMPUNGBARU","TANJUNGANOM"
"kel3518060005","WATES","TANJUNGANOM"
"kel3518060006","MALANGSARI","TANJUNGANOM"
"kel3518060007","GETAS","TANJUNGANOM"
"kel3518060008","SONOBEKEL","TANJUNGANOM"
"kel3518060009","NGADIREJO","TANJUNGANOM"
"kel3518060010","BANJAR ANYAR","TANJUNGANOM"
"kel3518060012","SIDOHARJO","TANJUNGANOM"
"kel3518060013","TANJUNG ANOM","TANJUNGANOM"
"kel3518060014","JOGOMERTO","TANJUNGANOM"
"kel3518060015","WARUJAYENG","TANJUNGANOM"
"kel3518060016","KEDUNGREJO","TANJUNGANOM"
"kel3518060018","SAMBIREJO","TANJUNGANOM"
"kel3518060019","DEMANGAN","TANJUNGANOM"
"kel3518070001","GONDANGLEGI","PRAMBON"
"kel3518070002","SINGKAL ANYAR","PRAMBON"
"kel3518070003","MOJO AGUNG","PRAMBON"
"kel3518070004","BANDUNG","PRAMBON"
"kel3518070005","NGLAWAK","PRAMBON"
"kel3518070006","BALETURI","PRAMBON"
"kel3518070007","TEGARON","PRAMBON"
"kel3518070008","TANJUNG TANI","PRAMBON"
"kel3518070009","SANGGRAHAN","PRAMBON"
"kel3518070010","ROWOHARJO","PRAMBON"
"kel3518070011","SUGIHWARAS","PRAMBON"
"kel3518070012","WATU DANDANG","PRAMBON"
"kel3518070013","SONO AGENG","PRAMBON"
"kel3518070014","KURUNGREJO","PRAMBON"
"kel3518080001","JUWET","NGRONGGOT"
"kel3518080002","TANJUNG KALANG","NGRONGGOT"
"kel3518080003","KELUTAN","NGRONGGOT"
"kel3518080004","CENGKOK","NGRONGGOT"
"kel3518080005","MOJOKENDIL","NGRONGGOT"
"kel3518080006","NGRONGGOT","NGRONGGOT"
"kel3518080007","BANJAR SARI","NGRONGGOT"
"kel3518080008","DADAPAN","NGRONGGOT"
"kel3518080009","KLURAHAN","NGRONGGOT"
"kel3518080010","BETET","NGRONGGOT"
"kel3518080011","KALORAN","NGRONGGOT"
"kel3518080012","KALI ANYAR","NGRONGGOT"
"kel3518080013","TRAYANG","NGRONGGOT"
"kel3518090001","DRENGES","KERTOSONO"
"kel3518090002","JUWONO","KERTOSONO"
"kel3518090003","BANGSRI","KERTOSONO"
"kel3518090004","KALIANYAR","KERTOSONO"
"kel3518090005","TANJUNG","KERTOSONO"
"kel3518090006","NGLAWAK","KERTOSONO"
"kel3518090007","KEPUH","KERTOSONO"
"kel3518090008","TEMBARAK","KERTOSONO"
"kel3518090009","PELEM","KERTOSONO"
"kel3518090010","KUTOREJO","KERTOSONO"
"kel3518090011","BANARAN","KERTOSONO"
"kel3518090012","LAMBANG KUNING","KERTOSONO"
"kel3518090013","PANDAN TOYO","KERTOSONO"
